TaskID,StartTime,taskExecutionTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,taskStatus
730,111.8966667,0.458333333,70,20,55,49.00595181,-24.69206847,Trusted Data
731,118.4502655,0.115044248,78,12,13,-28.98249409,37.90401258,Trusted Data
732,112.355,0.358333333,37,13,43,81.4128706,-0.430035093,xss
733,118.5653097,0.221238938,74,17,25,26.38580559,-61.34148102,Trusted Data
734,112.7133333,0.183333333,60,18,22,83.96757615,149.8875949,ransomware
735,110.184918,0.475409836,89,14,58,-48.43877704,58.04250018,Trusted Data
736,118.7865487,0.123893805,54,15,14,-43.40351535,37.47781095,injection
737,118.9104425,0.734513274,44,17,83,-16.35588049,-103.2682482,dos
738,110.6603279,0.68852459,73,18,84,12.12055888,-46.98432616,Trusted Data
739,112.8966667,0.166666667,74,10,20,23.17379013,124.3277778,password
740,119.6449558,0.221238938,54,18,25,-16.36539099,-101.6837046,Trusted Data
741,111.3488525,0.401639344,81,18,49,-22.38225279,167.4020863,Trusted Data
742,113.0633333,0.491666667,56,19,59,73.219803,-30.48734583,ddos
743,119.8661947,0.654867257,41,17,74,-32.94498077,66.73489882,Trusted Data
744,113.555,0.775,36,14,93,72.42182734,144.1294755,xss
745,111.7504918,0.524590164,94,15,64,-71.02377369,106.3905323,dos
746,120.5210619,0.548672566,93,13,62,21.52513452,-86.78967594,Trusted Data
747,112.275082,0.721311475,41,12,88,5.871044746,-66.99983989,Trusted Data
748,114.33,0.483333333,43,20,58,47.08824058,25.50299629,injection
749,121.0697345,0.619469027,82,12,70,9.530585806,16.32963329,dos
750,114.8133333,0.116666667,56,11,14,72.4764718,-152.7761375,Trusted Data
751,114.93,0.308333333,28,12,37,27.54793095,109.0342042,xss
752,115.2383333,0.766666667,74,18,92,23.91385855,167.1213529,injection
753,116.005,0.425,33,17,51,31.42801101,133.3804421,xss
754,112.9963934,0.516393443,70,13,63,27.56390854,171.0406428,backdoor
755,116.43,0.183333333,80,15,22,74.00865261,152.0312055,Trusted Data
756,121.6892035,0.619469027,97,17,70,-33.35931663,21.55261533,dos
757,113.5127869,0.18852459,100,15,23,37.13869002,-172.3593321,ransomware
758,113.7013115,0.172131148,95,15,21,-69.55492284,-98.84585206,ransomware
759,116.6133333,0.191666667,75,13,23,70.80517755,-99.8859405,Trusted Data
760,113.8734426,0.344262295,27,18,42,-7.658860124,-166.4933188,Trusted Data
761,122.3086726,0.637168142,57,19,72,-83.38279248,-167.6104664,Trusted Data
762,116.805,0.825,28,15,99,62.48557761,-50.51512548,ransomware
763,114.2177049,0.18852459,13,12,23,-74.8266717,49.11593081,xss
764,122.9458407,0.389380531,25,13,44,-22.16311076,89.34546155,Trusted Data
765,114.4062295,0.237704918,37,11,29,-51.74832663,169.4505245,scanning
766,123.3352212,0.17699115,16,18,20,-39.21187237,20.45031067,Trusted Data
767,114.6439344,0.647540984,23,14,79,1.262788627,-26.42048427,scanning
768,123.5122124,0.238938053,60,16,27,-82.4896546,-151.6809497,Trusted Data
769,115.2914754,0.639344262,41,11,78,7.949782992,-177.7751583,Trusted Data
770,123.7511504,0.761061947,66,14,86,-15.27384268,-139.1099628,ransomware
771,124.5122124,0.831858407,21,12,94,-23.42102175,99.89444486,backdoor
772,117.63,0.3,11,20,36,43.54650257,-164.7672571,Trusted Data
773,117.93,0.758333333,86,13,91,37.51863893,176.1910657,Trusted Data
774,115.9308197,0.704918033,13,18,86,-31.90196915,136.8706659,Trusted Data
775,116.6357377,0.778688525,16,10,95,-24.33586181,145.0556549,Trusted Data
776,118.6883333,0.491666667,12,16,59,88.92486441,157.8217642,Trusted Data
777,125.3440708,0.867256637,30,13,98,-23.26095252,-59.50170531,Trusted Data
778,117.4144262,0.344262295,86,13,42,-17.55063241,-1.110745638,Trusted Data
779,119.18,0.358333333,90,18,43,41.95250069,-113.2316814,password
780,126.2113274,0.628318584,70,10,71,25.53131949,-51.14698461,Trusted Data
781,119.5383333,0.808333333,85,19,97,44.74260265,-27.86973828,scanning
782,117.7586885,0.762295082,38,16,93,-12.87796219,81.77403931,ransomware
783,126.839646,0.460176991,15,16,52,-15.02819641,142.4809569,Trusted Data
784,127.299823,0.867256637,80,17,98,2.94049158,-26.98006429,ddos
785,120.3466667,0.225,27,14,27,18.60083491,-130.1380051,Trusted Data
786,118.5209836,0.516393443,96,17,63,-88.14251834,69.88031586,Trusted Data
787,119.037377,0.778688525,84,17,95,7.821542934,-78.69371384,Trusted Data
788,128.1670796,0.884955752,95,12,100,-71.52718651,-36.53431852,Trusted Data
789,119.8160656,0.62295082,59,12,76,-56.18157875,179.7209751,Trusted Data
790,120.5716667,0.441666667,79,19,53,27.55570813,-54.61103509,xss
791,129.0520354,0.716814159,85,14,81,-64.45238266,142.1826139,Trusted Data
792,121.0133333,0.316666667,50,14,38,59.33212613,152.8208056,backdoor
793,121.33,0.141666667,10,16,17,44.48391067,39.37248355,Trusted Data
794,120.4390164,0.631147541,100,10,77,-73.6161814,-71.73063267,backdoor
795,121.4716667,0.116666667,70,13,14,83.05956983,-168.6684811,Trusted Data
796,121.5883333,0.416666667,53,17,50,-7.205095698,64.09304245,Trusted Data
797,129.7688496,0.460176991,66,17,52,-53.54596481,-67.48382257,ransomware
798,122.005,0.825,18,11,99,30.95980111,-169.0372512,injection
799,121.0701639,0.606557377,33,16,74,-61.56208443,-163.1370211,injection
800,122.83,0.658333333,76,11,79,76.45276347,-121.3565814,Trusted Data
801,123.4883333,0.11,61,17,11,48.63978457,-46.05440713,Trusted Data
802,123.5983333,0.458333333,28,17,55,80.22475115,-30.81919425,Trusted Data
803,130.2290265,0.398230088,74,16,45,-55.10126338,104.1063189,Trusted Data
804,121.6767213,0.180327869,56,16,22,-85.58369902,101.5195891,scanning
805,124.0566667,0.55,83,13,66,38.85277031,137.9315521,Trusted Data
806,124.6066667,0.666666667,80,14,80,83.19339938,148.6259344,Trusted Data
807,125.2733333,0.35,74,12,42,64.7540304,46.34864785,dos
808,121.8570492,0.327868852,52,18,40,30.61419671,166.1811414,xss
809,130.6272566,0.787610619,69,19,89,-41.72597838,45.85772419,Trusted Data
810,125.6233333,0.466666667,67,18,56,40.52396678,141.9731343,Trusted Data
811,131.4148673,0.707964602,37,11,80,-58.87937412,-53.91070415,Trusted Data
812,122.184918,0.475409836,45,18,58,31.35322484,49.84651676,scanning
813,122.6603279,0.327868852,57,12,40,-23.07618106,-6.790106669,Trusted Data
814,126.09,0.275,55,10,33,75.29727846,173.3798308,Trusted Data
815,132.1228319,0.247787611,23,19,28,-18.74769304,-30.01019947,Trusted Data
816,122.9881967,0.278688525,36,20,34,-51.44271168,98.01756594,Trusted Data
817,132.3706195,0.327433628,26,17,37,46.2094494,-132.3561441,Trusted Data
818,123.2668852,0.467213115,45,16,57,-55.6953616,8.74974778,scanning
819,132.6980531,0.212389381,29,15,24,-3.118632117,-141.1148287,Trusted Data
820,126.365,0.775,59,20,93,59.03170634,54.90912473,injection
821,123.7340984,0.516393443,91,20,63,29.23654222,178.6393465,Trusted Data
822,132.9104425,0.743362832,77,18,84,65.25454846,-79.88427707,Trusted Data
823,124.2504918,0.696721311,93,16,85,-54.42949007,-138.8866218,Trusted Data
824,133.6538053,0.699115044,94,17,79,-84.9151251,75.49371826,Trusted Data
825,127.14,0.591666667,54,18,71,89.73459475,148.9494311,Trusted Data
826,127.7316667,0.425,14,12,51,5.629126911,121.8948241,Trusted Data
827,124.9472131,0.385245902,32,12,47,-87.7567225,68.76475733,injection
828,128.1566667,0.191666667,91,19,23,32.56450488,88.79697214,Trusted Data
829,134.3529204,0.646017699,80,14,73,37.22894882,-160.3670904,Trusted Data
830,125.332459,0.409836066,20,16,50,-61.61012906,-56.03762068,Trusted Data
831,125.7422951,0.426229508,88,19,52,6.74085039,-101.6083836,injection
832,134.9989381,0.194690265,47,17,22,-4.238717391,124.3904062,backdoor
833,135.1936283,0.82300885,64,20,93,-16.28137893,162.152397,password
834,128.3483333,0.775,67,20,93,43.19410694,-40.67989191,Trusted Data
835,126.1685246,0.31147541,51,20,38,-57.10920744,-29.49551165,Trusted Data
836,129.1233333,0.141666667,90,13,17,69.2708167,132.3647314,scanning
837,129.265,0.291666667,47,17,35,28.70838987,20.7150088,Trusted Data
838,126.48,0.213114754,36,12,26,31.16620802,-101.4080146,Trusted Data
839,136.0166372,0.831858407,44,11,94,28.82218895,-63.0159795,injection
840,126.6931148,0.696721311,74,17,85,-41.92238741,-52.64060644,password
841,127.3898361,0.795081967,13,12,97,-81.00769901,103.913538,Trusted Data
842,136.8484956,0.336283186,32,20,38,-63.19669289,23.03423951,dos
843,137.1847788,0.681415929,70,12,77,-29.93619783,-131.157673,Trusted Data
844,128.184918,0.56557377,42,20,69,-39.70199283,19.4562424,Trusted Data
845,137.8661947,0.380530973,55,11,43,-78.76945226,-155.7848997,xss
846,128.7504918,0.114754098,42,10,14,-63.9634011,-121.6771454,Trusted Data
847,129.5566667,0.191666667,31,18,23,88.91606,-31.25683226,Trusted Data
848,129.7483333,0.216666667,46,16,26,31.77681049,93.63311794,Trusted Data
849,129.965,0.758333333,58,19,91,57.11927611,156.2936555,Trusted Data
850,130.7233333,0.25,18,10,30,37.28563454,168.9033046,Trusted Data
851,130.9733333,0.683333333,66,15,82,39.56582819,2.900050533,password
852,138.2467257,0.115044248,37,20,13,-64.60146551,-29.93154758,ransomware
853,131.6566667,0.5,76,20,60,73.50534548,-146.1825568,password
854,138.3617699,0.256637168,32,20,29,-66.02045679,32.335561,Trusted Data
855,128.8652459,0.172131148,40,16,21,-13.35111531,44.99632688,Trusted Data
856,129.037377,0.631147541,63,17,77,-5.55371249,-156.1571205,ddos
857,138.6184071,0.300884956,21,16,34,-45.41772343,25.2678553,Trusted Data
858,132.1566667,0.666666667,85,10,80,54.892518,36.51974467,Trusted Data
859,138.919292,0.876106195,38,15,99,25.74056868,3.269417759,Trusted Data
860,129.6685246,0.672131148,13,18,82,10.13709413,-153.9189505,Trusted Data
861,139.7953982,0.460176991,84,15,52,-49.2926154,42.70920912,dos
862,130.3406557,0.426229508,44,16,52,1.848642558,-131.9165936,dos
863,132.8233333,0.375,36,12,45,49.38759142,159.9843269,ddos
864,140.2555752,0.557522124,22,18,63,-82.92057394,-88.72673002,Trusted Data
865,130.7668852,0.245901639,36,18,30,22.1370408,-73.97965565,Trusted Data
866,131.0127869,0.393442623,61,15,48,-38.01355563,-165.409557,Trusted Data
867,140.8130973,0.327433628,67,11,37,1.312633047,-95.68717637,backdoor
868,131.4062295,0.139344262,86,19,17,8.809866574,-150.2362106,dos
869,133.1983333,0.433333333,77,15,52,83.49560824,-54.35644908,password
870,133.6316667,0.208333333,67,20,25,66.06972233,-19.12033208,Trusted Data
871,133.84,0.691666667,84,19,83,54.94101501,-165.3019715,xss
872,134.5316667,0.125,36,17,15,85.30121691,-97.91121376,Trusted Data
873,141.140531,0.17699115,57,20,20,-56.51939993,25.8670382,ddos
874,131.5455738,0.721311475,72,10,88,-38.28224592,-158.1077935,scanning
875,141.3175221,0.513274336,16,14,58,-13.0276719,1.053285322,password
876,134.6566667,0.325,64,14,39,26.1987665,128.4491521,Trusted Data
877,141.8307965,0.407079646,49,15,46,-65.18652615,-37.14726714,Trusted Data
878,132.2668852,0.62295082,84,15,76,-63.68636335,23.10896706,password
879,134.9816667,0.783333333,61,17,94,73.18260597,-95.71245428,ransomware
880,142.2378761,0.132743363,98,13,15,-72.63835673,-142.7521625,xss
881,142.3706195,0.17699115,43,16,20,-3.356166521,176.1466992,Trusted Data
882,142.5476106,0.203539823,63,12,23,-57.43055499,124.3924567,scanning
883,135.765,0.158333333,13,16,19,65.96261712,-14.52408573,Trusted Data
884,142.7511504,0.203539823,16,15,23,-67.70174154,-77.72395725,Trusted Data
885,132.8898361,0.713114754,98,16,87,37.34094035,-102.9031098,ddos
886,142.9546903,0.628318584,10,15,71,32.89777249,-49.0562458,Trusted Data
887,143.5830088,0.230088496,51,19,26,-6.38562266,39.43999722,Trusted Data
888,135.9233333,0.833333333,92,14,100,84.7716956,-16.82120741,Trusted Data
889,133.6029508,0.11,84,10,10,13.76550891,-120.2080963,backdoor
890,136.7566667,0.416666667,53,16,50,31.23649124,137.8508102,Trusted Data
891,133.7129508,0.204918033,51,16,25,-38.78342698,129.6922255,Trusted Data
892,133.9178689,0.614754098,52,11,75,-76.63352405,-150.4634354,xss
893,143.8130973,0.424778761,15,12,48,-20.53049625,-89.68232866,Trusted Data
894,137.1733333,0.65,43,15,78,62.91429131,77.8036283,Trusted Data
895,144.2378761,0.300884956,69,17,34,-14.72299504,144.0084566,Trusted Data
896,134.532623,0.393442623,20,14,48,5.982214956,142.5346689,Trusted Data
897,144.5387611,0.318584071,48,12,36,37.63833327,-112.3250393,Trusted Data
898,144.8573451,0.522123894,26,13,59,31.97811105,165.6916054,Trusted Data
899,137.8233333,0.141666667,40,19,17,34.16612603,142.5388235,Trusted Data
900,134.9260656,0.450819672,35,16,55,-60.30683675,-13.06264218,Trusted Data
901,135.3768852,0.491803279,79,14,60,-64.03252104,166.9343418,Trusted Data
902,145.379469,0.221238938,39,19,25,-57.93361477,33.13944258,Trusted Data
903,145.600708,0.513274336,35,16,58,-6.718157139,24.36522849,scanning
904,146.1139823,0.566371681,93,15,64,-27.148759,7.33941202,Trusted Data
905,135.8686885,0.368852459,18,19,45,-41.82306882,-124.4416596,Trusted Data
906,137.965,0.525,87,17,63,21.90373656,-37.92867779,Trusted Data
907,136.237541,0.114754098,80,19,14,-84.97929169,-32.37166848,Trusted Data
908,138.49,0.425,51,18,51,66.89225868,54.31839514,Trusted Data
909,136.3522951,0.5,75,20,61,-78.46175801,-11.31734417,scanning
910,138.915,0.466666667,35,14,56,39.57710898,62.47440195,Trusted Data
911,139.3816667,0.11,48,11,10,40.31136904,176.5522203,Trusted Data
912,146.680354,0.11,64,17,10,-54.19437722,-49.55292305,Trusted Data
913,139.4916667,0.225,11,18,27,67.46205762,105.3651118,xss
914,146.790354,0.415929204,82,18,47,-2.641069175,-17.66412544,Trusted Data
915,136.8522951,0.581967213,89,20,71,-82.44726965,-120.9053772,Trusted Data
916,139.7166667,0.166666667,80,16,20,78.05114119,-79.95564282,scanning
917,147.2062832,0.725663717,46,10,82,40.33956587,-145.7892238,Trusted Data
918,137.4342623,0.696721311,65,10,85,-68.18042504,111.4897753,Trusted Data
919,147.9319469,0.11,88,18,12,-8.413505681,60.13581265,dos
920,139.8833333,0.241666667,85,16,29,46.2593685,98.63714627,Trusted Data
921,148.0419469,0.82300885,12,12,93,14.04381378,-170.97464,injection
922,140.125,0.15,74,18,18,68.46009253,-6.64682197,password
923,138.1309836,0.696721311,22,17,85,-27.04762891,75.06026155,Trusted Data
924,140.275,0.408333333,37,18,49,51.14420167,37.99539185,xss
925,148.8649558,0.557522124,10,14,63,-43.09374055,31.91946381,Trusted Data
926,140.6833333,0.45,52,20,54,62.66944147,-63.59651001,Trusted Data
927,141.1333333,0.591666667,46,10,71,52.70387615,-82.10375236,dos
928,149.4224779,0.398230088,15,19,45,-56.58241242,-54.46990672,Trusted Data
929,138.8277049,0.286885246,29,12,35,-86.2428706,177.603579,Trusted Data
930,139.1145902,0.360655738,92,14,44,-11.58787565,95.17406558,Trusted Data
931,149.820708,0.371681416,76,11,42,-47.83346658,32.68052771,Trusted Data
932,141.725,0.525,56,17,63,4.137619734,148.7280405,backdoor
933,139.4752459,0.114754098,96,16,14,2.64200266,27.79855109,Trusted Data
934,142.25,0.158333333,59,15,19,20.08357258,153.3096936,Trusted Data
935,139.59,0.696721311,60,19,85,-76.93251423,146.4106753,Trusted Data
936,142.4083333,0.3,36,15,36,29.93753802,18.59183805,dos
937,150.1923894,0.716814159,97,17,81,12.27394375,-87.70664776,Trusted Data
938,150.9092035,0.318584071,12,11,36,-62.82320425,94.16300017,Trusted Data
939,140.2867213,0.524590164,89,13,64,-84.0733543,-8.324145659,dos
940,151.2277876,0.194690265,100,20,22,-55.13288426,41.85908748,Trusted Data
941,142.7083333,0.391666667,23,15,47,2.78977604,-149.8798122,Trusted Data
942,140.8113115,0.573770492,91,13,70,-32.40049039,167.356161,ddos
943,143.1,0.233333333,49,13,28,27.73305973,-156.6033891,Trusted Data
944,143.3333333,0.708333333,24,20,85,2.127798729,95.54312931,ransomware
945,144.0416667,0.333333333,75,12,40,48.30546385,58.92836648,Trusted Data
946,144.375,0.175,67,13,21,23.83620965,90.05807548,Trusted Data
947,144.55,0.45,15,20,54,57.44843167,73.11511208,Trusted Data
948,151.4224779,0.318584071,67,20,36,-1.409629357,-131.1479353,Trusted Data
949,151.7410619,0.849557522,18,16,96,6.525717729,42.78690599,xss
950,141.385082,0.581967213,44,20,71,39.04055845,-63.57601386,Trusted Data
951,152.5906195,0.769911504,53,12,87,11.03488861,-126.7032747,password
952,141.9670492,0.745901639,43,16,91,-12.36397731,12.79751739,Trusted Data
953,153.360531,0.486725664,12,18,55,-13.1938221,-105.682911,Trusted Data
954,145,0.425,22,20,51,56.47183744,176.0376724,Trusted Data
955,142.7129508,0.540983607,75,20,66,-24.01501239,-176.4558189,Trusted Data
956,145.425,0.216666667,37,13,26,52.99889161,-55.19129337,Trusted Data
957,153.8472566,0.761061947,14,13,86,-6.196882482,-53.43738374,ddos
958,145.6416667,0.11,48,17,12,16.08475074,101.1579174,Trusted Data
959,143.2539344,0.352459016,54,13,43,-17.17188576,-14.73494882,password
960,145.7516667,0.741666667,99,10,89,25.8267452,-39.93340698,dos
961,146.4933333,0.791666667,34,12,95,81.55429479,-107.3962286,injection
962,154.6083186,0.663716814,41,17,75,-75.1117144,37.29144605,Trusted Data
963,143.6063934,0.729508197,55,15,89,-43.94898588,79.40931352,Trusted Data
964,144.3359016,0.516393443,61,13,63,-51.90412586,-157.9558596,ransomware
965,155.2720354,0.442477876,15,12,50,-78.42410378,167.8674103,ddos
966,155.7145133,0.132743363,67,20,15,-23.35924046,35.44472179,xss
967,155.8472566,0.672566372,67,11,76,-48.2575763,-3.637732779,xss
968,144.8522951,0.221311475,49,15,27,-29.92585543,-49.46826534,password
969,147.285,0.733333333,77,18,88,18.15684258,15.96780976,Trusted Data
970,145.0736066,0.11,76,12,10,-56.52352248,-25.67668013,Trusted Data
971,148.0183333,0.366666667,85,10,44,79.52409721,135.5778584,xss
972,145.1836066,0.770491803,21,20,94,1.671606864,136.1367321,Trusted Data
973,148.385,0.833333333,29,11,100,15.8805164,72.82394001,Trusted Data
974,149.2183333,0.258333333,72,13,31,58.73725986,90.01068278,ddos
975,156.519823,0.548672566,41,20,62,60.39370714,15.48624682,Trusted Data
976,145.9540984,0.680327869,56,16,83,-43.45705866,-118.0781152,Trusted Data
977,157.0684956,0.14159292,18,19,16,14.49362117,-46.11500197,password
978,157.2100885,0.840707965,94,17,95,6.858813094,17.12463333,xss
979,149.4766667,0.783333333,56,19,94,41.10807115,40.02060978,Trusted Data
980,150.26,0.458333333,99,16,55,57.63681616,-15.33148505,Trusted Data
981,158.0507965,0.761061947,65,20,86,-12.7286298,-41.55714447,Trusted Data
982,146.6344262,0.196721311,18,10,24,-7.212749552,72.08681541,Trusted Data
983,146.8311475,0.418032787,46,15,51,18.33076614,-137.4956027,Trusted Data
984,150.7183333,0.516666667,44,19,62,49.37415509,-157.0093261,Trusted Data
985,147.2491803,0.647540984,64,13,79,-26.04791605,-164.0991666,Trusted Data
986,158.8118584,0.11,21,13,10,-19.5831239,20.09726866,Trusted Data
987,158.9218584,0.557522124,74,10,63,-54.91541186,35.0654779,Trusted Data
988,147.8967213,0.254098361,90,10,31,-33.71894873,94.93598641,Trusted Data
989,151.235,0.516666667,32,11,62,71.89173311,170.1034897,Trusted Data
990,159.4793805,0.292035398,20,19,33,21.04499525,-172.3839363,scanning
991,151.7516667,0.308333333,24,18,37,59.82457248,29.10474674,Trusted Data
992,148.1508197,0.11,100,17,12,62.93296504,-119.443139,password
993,148.2608197,0.450819672,96,16,55,-25.82507925,121.0590746,Trusted Data
994,159.7714159,0.619469027,50,13,70,-16.1121615,-62.81562431,Trusted Data
995,152.06,0.6,86,15,72,16.3840331,78.40174466,Trusted Data
996,148.7116393,0.221311475,49,19,27,51.79228241,-129.4034439,dos
997,160.390885,0.85840708,76,11,97,-51.97899666,-45.09923913,Trusted Data
998,148.9329508,0.786885246,25,18,96,-1.128388298,106.9244624,dos
999,152.66,0.783333333,53,11,94,86.59323309,26.35386853,Trusted Data
1000,153.4433333,0.666666667,94,19,80,85.91503755,-164.5163502,Trusted Data
1001,161.249292,0.592920354,11,18,67,79.58832043,29.77134977,Trusted Data
1002,149.7198361,0.31147541,23,12,38,-18.66239738,-149.5055734,Trusted Data
1003,150.0313115,0.475409836,64,18,58,36.03208084,-32.08194623,Trusted Data
1004,154.11,0.458333333,21,12,55,71.07603328,79.68444951,Trusted Data
1005,161.8422124,0.85840708,88,10,97,-22.59603518,12.76861199,Trusted Data
1006,150.5067213,0.655737705,84,10,80,-74.65713238,143.263187,dos
1007,162.7006195,0.761061947,71,15,86,-64.40305016,-29.84024277,Trusted Data
1008,154.5683333,0.566666667,27,19,68,48.47775526,3.73118092,Trusted Data
1009,155.135,0.15,65,11,18,80.78281025,150.7404223,ddos
1010,151.162459,0.573770492,84,20,70,73.1802342,-118.8946319,Trusted Data
1011,163.4616814,0.716814159,16,12,81,34.38095163,-62.44041343,scanning
1012,151.7362295,0.401639344,78,11,49,-22.99309277,-15.7391521,Trusted Data
1013,155.285,0.233333333,81,12,28,28.08769502,-1.20672286,Trusted Data
1014,155.5183333,0.558333333,88,17,67,70.282076,-125.5138808,Trusted Data
1015,152.1378689,0.508196721,47,19,62,55.99945527,-37.4063304,Trusted Data
1016,156.0766667,0.725,48,16,87,54.70575329,-29.6041494,Trusted Data
1017,152.6460656,0.598360656,47,16,73,-75.70282851,-176.6675583,Trusted Data
1018,164.1784956,0.663716814,11,15,75,-20.54457652,28.27983144,backdoor
1019,156.8016667,0.741666667,13,16,89,43.1836001,163.0042765,scanning
1020,157.5433333,0.116666667,23,12,14,65.95794299,36.01507105,Trusted Data
1021,153.2444262,0.11,58,14,13,29.3672673,-145.5151902,Trusted Data
1022,164.8422124,0.805309735,31,10,91,1.326352294,11.40606934,dos
1023,153.3544262,0.229508197,51,17,28,-47.3150416,-60.05936269,Trusted Data
1024,153.5839344,0.614754098,58,20,75,-35.01486868,133.4035024,xss
1025,165.6475221,0.557522124,46,11,63,-80.10995509,108.8030919,password
1026,154.1986885,0.37704918,76,18,46,-41.52531725,-46.60275602,Trusted Data
1027,154.5757377,0.713114754,78,10,87,-42.60535468,-82.04479214,Trusted Data
1028,166.2050442,0.752212389,56,18,85,-23.85940164,59.22191291,Trusted Data
1029,155.2888525,0.647540984,77,19,79,7.409224796,-106.7450514,Trusted Data
1030,166.9572566,0.132743363,57,16,15,-48.4505389,120.941138,backdoor
1031,167.09,0.566371681,52,16,64,-39.06625548,-69.59355195,Trusted Data
1032,155.9363934,0.762295082,30,18,93,-76.10754681,-168.8608608,Trusted Data
1033,157.66,0.408333333,70,17,49,71.14409061,-132.3648736,dos
1034,158.0683333,0.125,65,19,15,-18.74842975,156.9854456,Trusted Data
1035,158.1933333,0.441666667,34,15,53,70.13476878,-173.2364149,Trusted Data
1036,158.635,0.341666667,64,17,41,12.36873671,-153.0607696,Trusted Data
1037,167.6563717,0.353982301,39,18,40,-37.7137182,-46.28519629,Trusted Data
1038,158.9766667,0.35,77,16,42,13.72406166,170.7772593,ddos
1039,168.010354,0.840707965,87,16,95,23.03383829,-136.3977548,Trusted Data
1040,159.3266667,0.458333333,17,20,55,64.51825325,-136.111178,Trusted Data
1041,159.785,0.625,69,11,75,34.51940342,82.84660551,Trusted Data
1042,156.6986885,0.524590164,47,15,64,-44.19194456,-8.788397217,Trusted Data
1043,168.8510619,0.867256637,23,18,98,-36.92754094,136.0124533,injection
1044,160.41,0.725,75,13,87,45.70741225,-7.900015548,Trusted Data
1045,161.135,0.741666667,47,20,89,68.0216662,97.74698961,Trusted Data
1046,157.2232787,0.491803279,61,19,60,73.89255803,-177.6998506,ransomware
1047,161.8766667,0.2,26,20,24,74.37279254,120.780955,Trusted Data
1048,162.0766667,0.325,36,16,39,58.39741045,39.36039555,Trusted Data
1049,157.715082,0.319672131,19,16,39,-22.35138666,134.5274972,Trusted Data
1050,158.0347541,0.327868852,72,20,40,32.51694403,-157.0633228,Trusted Data
1051,169.7183186,0.336283186,76,14,38,14.28910991,34.07244294,scanning
1052,170.0546018,0.575221239,47,18,65,61.45723897,7.39081184,scanning
1053,158.362623,0.31147541,67,14,38,10.21755389,151.5300623,injection
1054,170.629823,0.876106195,40,19,99,-37.07801467,-31.59939136,Trusted Data
1055,158.6740984,0.131147541,43,18,16,-68.36938236,90.89308648,dos
1056,162.4016667,0.658333333,55,12,79,21.26616162,141.8830944,ransomware
1057,163.06,0.6,79,11,72,75.56856921,-3.955667131,Trusted Data
1058,158.8052459,0.360655738,93,16,44,67.17530756,-99.05626581,Trusted Data
1059,163.66,0.433333333,80,20,52,77.80390062,6.901656024,password
1060,159.1659016,0.704918033,86,19,86,-27.56334349,74.39583635,Trusted Data
1061,171.5059292,0.707964602,19,15,80,-37.88907593,-175.5451862,Trusted Data
1062,159.8708197,0.467213115,35,15,57,-3.174259986,-46.02975255,Trusted Data
1063,160.3380328,0.680327869,89,15,83,42.98906178,178.3840999,Trusted Data
1064,172.2138938,0.380530973,57,13,43,-33.98970103,112.4822194,Trusted Data
1065,172.5944248,0.548672566,67,11,62,-37.00838988,-136.8109419,Trusted Data
1066,161.0183607,0.590163934,94,18,72,-69.46694701,-77.95227985,dos
1067,173.1430973,0.557522124,61,20,63,-65.36423526,-147.856397,Trusted Data
1068,164.0933333,0.708333333,93,19,85,52.26815637,99.40886535,Trusted Data
1069,164.8016667,0.775,49,11,93,48.43230521,-0.461340576,Trusted Data
1070,173.7006195,0.82300885,81,12,93,25.24234224,60.95768671,Trusted Data
1071,161.6085246,0.729508197,11,19,89,13.29740028,172.883189,Trusted Data
1072,165.5766667,0.833333333,58,15,100,42.23366796,-95.73530793,Trusted Data
1073,174.5236283,0.761061947,29,11,86,65.47367289,-82.2523267,Trusted Data
1074,162.3380328,0.639344262,28,16,78,1.706663244,34.2166167,Trusted Data
1075,162.977377,0.303278689,27,15,37,-67.97927321,-24.3337844,backdoor
1076,166.41,0.11,58,15,13,42.80080813,-167.2008013,password
1077,175.2846903,0.690265487,77,15,78,-48.67885839,2.263406834,Trusted Data
1078,166.52,0.158333333,11,16,19,76.32079097,113.2692944,ransomware
1079,166.6783333,0.583333333,94,18,70,20.12191426,136.4160364,Trusted Data
1080,163.2806557,0.56557377,57,15,69,-83.75426093,-11.56850003,Trusted Data
1081,175.9749558,0.672566372,72,16,76,-26.72388232,-42.67174804,Trusted Data
1082,163.8462295,0.278688525,81,17,34,-43.97876035,-150.2025178,Trusted Data
1083,167.2616667,0.183333333,63,17,22,89.29897735,-64.97723888,Trusted Data
1084,164.124918,0.18852459,86,16,23,-61.52453329,-61.50441951,Trusted Data
1085,167.445,0.641666667,32,12,77,42.36716051,32.03405283,Trusted Data
1086,168.0866667,0.383333333,59,15,46,79.3100152,-120.9964184,ransomware
1087,164.3134426,0.696721311,59,14,85,-50.19830531,107.8200911,Trusted Data
1088,176.6475221,0.11,15,16,12,-55.36179453,-132.7828525,password
1089,176.7575221,0.637168142,74,19,72,22.74903363,-18.57586682,ransomware
1090,165.0101639,0.295081967,58,13,36,-84.37925821,61.08224569,Trusted Data
1091,177.3946903,0.690265487,22,11,78,-74.22086925,52.92261278,Trusted Data
1092,168.47,0.11,90,10,10,80.55285009,-99.71510884,Trusted Data
1093,168.58,0.216666667,93,16,26,57.98844239,-137.5481516,Trusted Data
