TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterID,ts,src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice,label,type
72,15,23,86.1303592941405,88.38273299160426,5,1556250811,192.168.1.190,27381,205.251.199.63,53,udp,dns,0.12757,52,338,SF,0,1,80,1,366,ns-2015.awsdns-59.co.uk,1,1,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
72,14,20,-19.03273926378931,45.29437970178921,4,1554288338,192.168.1.152,1880,192.168.1.152,40688,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
68,18,23,-88.41847784400146,-83.2368111789519,3,1556203802,192.168.1.30,37202,192.168.1.190,80,tcp,-,2e-05,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
97,12,18,-5.781563720475347,-87.58394229274754,5,1556250491,192.168.1.180,54888,86.111.195.11,43,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
16,13,18,-31.220340694621704,140.0997576670796,3,1554216686,192.168.1.152,1880,192.168.1.152,51782,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
37,18,17,-84.09527973644593,-154.63255928876134,3,1554265214,192.168.1.17,58949,239.255.255.250,1900,udp,-,3.71859,519,0,S0,0,3,603,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
66,10,17,-5.40479121439283,-99.8465401429584,5,1554305212,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
46,17,10,-50.53078899260139,44.36190697204461,4,1556362213,192.168.1.195,50128,192.168.1.79,9197,tcp,http,0.027749,692,29310,SF,0,10,1116,26,30472,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
84,11,13,62.25419844164827,-82.83659215968343,5,1554282458,192.168.1.79,58543,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
68,12,17,-5.969240596661493,-130.97035763689,3,1556439196,192.168.1.193,49513,192.168.1.37,8080,tcp,-,0.000101,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
55,10,24,-30.913013679777507,40.63453927170952,4,1556286986,192.168.1.31,32800,192.168.1.193,21,tcp,-,0.000127,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
44,16,25,41.23174166450048,-39.14260624051778,5,1554295357,fe80::a691:b1ff:fe1e:5790,135,fe80::20c:29ff:feee:e07a,136,icmp,-,44.014504,48,32,OTH,0,2,144,2,128,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
27,18,19,-17.924765531398705,121.47068493197293,3,1556287365,192.168.1.31,33762,192.168.1.190,21,tcp,ftp,9.66851,85,188,RSTR,0,17,977,16,1016,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
78,14,21,57.16539212639341,-65.33318226261811,5,1554298877,127.0.0.1,38628,127.0.0.1,53,udp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
97,13,25,-30.212971457540213,81.82571563688879,3,1556333054,192.168.1.195,63646,192.168.1.79,7678,tcp,http,0.021822,194,1693,SF,0,6,446,7,1985,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
33,18,14,84.53636531438224,177.4948378209262,5,1556249733,72.134.70.106,35202,192.168.1.194,80,tcp,-,0.0,0,0,SH,0,1,40,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
36,12,17,-86.06216805551819,-62.79725556358825,3,1556349739,192.168.1.180,55962,192.168.1.190,53,udp,dns,0.434317,39,361,SF,0,1,67,1,389,com.whois-servers.net,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
44,12,13,39.96457796449084,-147.06920583672928,5,1554198689,192.168.1.152,1880,192.168.1.152,51782,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
41,13,19,-16.746903177519542,-46.84871774458421,4,1556331328,192.168.1.79,36405,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
44,18,20,55.49986899893605,-7.959055493915798,4,1556286449,192.168.1.31,46664,192.168.1.190,80,tcp,http,0.001763,167,2813,SF,0,5,435,6,3133,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
68,15,11,47.84709986339345,40.58044703738054,4,1556442226,192.168.1.193,50039,192.168.1.33,80,tcp,-,0.000192,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
50,18,23,-17.770316848188827,-171.68248943031335,3,1554200609,192.168.1.79,45164,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
37,16,25,-82.60411316038403,-5.952411510246435,3,1556248754,172.17.0.3,39110,192.168.1.190,53,udp,dns,0.012089,0,338,SHR,0,0,0,2,394,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
16,19,13,64.83331957283332,-10.28787659586618,4,1556129955,192.168.1.30,47,192.168.1.184,47,tcp,-,1.3e-05,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
78,20,15,-85.40045024617288,99.47164933639976,3,1556425496,192.168.1.37,45727,192.168.1.193,445,tcp,-,0.0,0,0,RSTRH,0,0,0,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
25,10,24,10.717640386454576,101.73917482552936,4,1556203761,192.168.1.30,43210,192.168.1.184,443,tcp,-,61.290257,0,0,S3,0,3,164,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
31,12,18,-22.69205308252195,-82.62671540015785,3,1556326455,192.168.1.195,50237,192.168.1.79,9197,tcp,http,0.006321,132,643,SF,0,5,344,5,855,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
63,17,25,5.69103804670074,-19.139996722491134,5,1556440013,192.168.1.193,49657,192.168.1.37,8080,tcp,-,0.000101,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
84,19,21,75.00511908099719,174.43410020268192,5,1556262140,192.168.1.190,11715,200.3.13.14,53,udp,dns,0.46328,48,498,SF,0,1,76,1,526,199.41.in-addr.arpa,1,43,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
44,18,25,-48.63095301197783,-118.65979128617452,3,1556442389,192.168.1.193,50066,192.168.1.37,8080,tcp,-,7.9e-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
26,19,20,42.29068536464044,-39.6576992073434,4,1554248297,192.168.1.6,47052,239.255.255.250,1900,udp,-,0.593248,375,0,S0,0,3,459,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
16,18,16,43.824245460274,135.55244348000548,4,1554207437,192.168.1.79,41122,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
94,14,21,-82.99132879894098,152.65746755110723,3,1556248199,192.168.1.190,17572,24.217.29.6,53,udp,dns,0.0,0,0,S0,0,1,74,0,0,auth2.charter.com,1,1,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
93,17,23,-79.34219319993657,-136.55669066170594,3,1554295315,192.168.1.152,34235,192.168.1.190,53,udp,dns,8.2e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,1,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
62,20,20,4.143072896450221,-67.53282077942248,5,1556344157,192.168.1.79,34748,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
58,11,21,80.24251882560674,127.6808647473648,5,1556173526,192.168.1.30,48428,192.168.1.195,80,tcp,-,0.571983,0,0,SF,0,4,180,3,132,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
10,20,22,-79.91708631184143,-27.474612448052312,3,1556129626,192.168.1.30,11,192.168.1.193,11,tcp,-,0.000152,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
26,14,25,33.27760416895852,78.31760766841234,4,1554271058,fe80::e4a6:b91f:48f3:ac01,58737,ff02::1:3,5355,udp,dns,0.107896,66,0,S0,0,2,162,0,0,desktop-p3kklkq,1,255,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
25,11,25,38.58320025693556,-58.62283937525241,5,1554309399,192.168.1.152,1880,192.168.1.152,40688,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
31,20,18,-69.25066884530597,-155.23961795432072,3,1556350392,192.168.1.195,59556,192.168.1.79,9197,tcp,http,0.004493,188,3478,SF,0,5,400,7,3770,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
29,14,18,86.27676927519988,49.01683588733093,5,1554272327,192.168.1.152,60908,192.168.1.190,53,udp,dns,1.6e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,28,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
84,10,18,-50.04278682259773,-82.08651467273639,3,1556286401,192.168.1.190,9224,192.42.177.30,53,udp,dns,0.136149,51,513,SF,0,1,79,1,541,whois.verisign-grs.com,1,1,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
17,18,15,56.2852399154163,139.80781630723453,4,1556329092,192.168.1.79,57432,192.168.1.195,50556,udp,-,0.0,0,0,S0,0,1,440,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
100,19,11,-34.39207341409601,-164.85538480867646,3,1554282586,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
43,14,11,89.51277901943442,-44.98108908259866,5,1554271021,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
56,19,17,-13.677570982306731,72.96285864119164,4,1556340885,192.168.1.32,35274,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
33,10,18,-68.77645146767287,-96.11486071168648,3,1556365700,192.168.1.79,57647,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
76,17,18,-65.75749809836294,-96.80434688521903,3,1556336515,192.168.1.190,64641,193.0.14.129,53,udp,dns,0.02958,37,1168,SF,0,1,65,1,1196,live.com,1,43,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
12,19,23,-43.41476893082233,92.0986600491683,4,1556329515,192.168.1.195,64891,192.168.1.79,7678,tcp,http,0.01088,175,1693,SF,0,5,387,6,1945,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
59,16,14,-60.822837664922005,93.0884652206724,3,1556021630,192.168.1.30,50568,192.168.1.169,1216,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
41,16,25,-75.07198249397857,73.64824432474614,3,1556260915,192.168.1.190,61944,192.48.79.30,53,udp,dns,0.283121,40,707,SF,0,1,68,1,735,ns2.hyp.net,1,28,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
69,13,19,52.83177892569034,-115.65691175239228,5,1556255301,192.168.1.79,49490,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
74,15,12,-34.539206157526145,-90.71716635388984,5,1556021864,192.168.1.31,54801,192.168.1.49,1322,tcp,-,0.760549,0,0,REJ,0,1,44,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
89,10,22,-35.88640520903421,-179.43099076394,3,1554228590,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
64,17,12,-83.07353898376368,39.28539850289022,4,1556365601,192.168.1.79,53600,239.255.255.250,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
51,18,22,-53.39074589283239,0.0795991823544,4,1556340916,192.168.1.32,54678,18.194.169.124,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
36,17,22,-63.85663757673264,99.04500579192388,3,1554234257,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
34,13,16,-76.49102786338779,-173.02595549811053,3,1556021507,192.168.1.30,62946,192.168.1.186,444,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
36,19,23,77.13576036041056,122.49131927582356,5,1556442239,192.168.1.193,50041,192.168.1.33,80,tcp,-,0.000534,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
97,11,24,17.136034385354122,-4.1271724421388285,4,1556260818,233.22.77.19,39977,192.168.1.194,80,tcp,-,0.0,0,0,SH,0,1,40,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
88,14,24,37.09330208024555,52.20186195337885,4,1556342534,192.168.1.195,54650,192.168.1.79,9197,tcp,http,0.143578,188,3478,SF,0,4,360,7,3770,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
45,17,15,42.234987491053545,42.60730670855747,4,1556021740,192.168.1.32,61338,192.168.1.250,25,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
16,19,13,-85.56072759736945,154.55765945161107,3,1554252034,192.168.1.152,35780,192.168.1.190,53,udp,dns,0.000311,0,298,SHR,0,0,0,2,354,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
59,14,15,-46.08730795636635,-84.75586147232181,5,1554285800,192.168.1.79,54066,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
21,17,16,36.02736075189253,-43.47204409941679,5,1556439894,192.168.1.193,49638,192.168.1.33,80,tcp,-,5e-06,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
82,18,12,37.83260495430879,-179.04846629662518,5,1554282899,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
30,14,23,-59.78264068690095,-60.49983144504364,4,1556341147,192.168.1.190,10412,199.249.120.1,53,udp,dns,0.011928,50,813,SF,0,1,78,1,841,ns-1144.awsdns-15.org,1,28,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
42,18,15,49.52349374391071,99.2600150542965,5,1556259271,192.168.1.180,123,103.76.40.123,123,udp,-,0.013157,48,48,SF,0,1,76,1,76,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
24,17,25,-10.0595991848799,-62.86448230743864,4,1556260976,192.168.1.190,27320,132.3.65.10,53,udp,dns,0.273479,55,1398,SF,0,1,83,1,1426,kirtland-ns10.afnoc.af.mil,1,28,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
69,19,10,-3.7110714022374935,29.23484944485313,4,1556248921,192.168.1.190,39191,204.69.234.1,53,udp,dns,0.014315,49,123,SF,0,1,77,1,151,vn.whois-servers.net,1,1,3,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
21,11,22,20.405489985221763,-156.21479935146675,5,1554240633,2405:6e00:10ce:2c00:20c:29ff:feee:e07a,29909,2610:a1:1017::e8,53,udp,dns,0.0,0,0,S0,0,1,95,0,0,pdns1.ultradns.net,1,28,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
66,13,25,68.1896591374292,-78.17416291304257,5,1556248904,192.168.1.180,45224,192.168.1.190,53,udp,dns,0.042708,39,361,SF,0,1,67,1,389,com.whois-servers.net,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
70,19,22,84.41744991681912,136.53058136055515,5,1554267907,192.168.1.79,52661,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
75,20,15,3.820440830568174,131.6048992556095,3,1556441727,192.168.1.193,49945,192.168.1.37,8080,tcp,-,0.000172,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
33,10,18,9.102212261451156,97.3762644339539,4,1554309268,192.168.1.152,1880,192.168.1.152,40688,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
92,20,17,-22.85512504548805,150.38214252457084,3,1556340865,192.168.1.32,38296,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
68,12,14,45.90775677146991,-102.14446401327946,5,1556326875,192.168.1.79,57892,192.168.1.195,53894,udp,-,0.0,0,0,S0,0,1,353,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
62,17,16,70.49980831253745,141.43933932077505,5,1556362303,192.168.1.79,49014,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
29,15,19,-8.98283799222267,-165.83295183003958,3,1556203808,192.168.1.30,37660,192.168.1.190,80,tcp,-,1e-05,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
60,10,12,10.158353584094726,127.56901142867709,4,1554279085,192.168.1.79,58233,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
89,16,15,85.38213796541626,74.05546767135345,5,1556203795,192.168.1.30,43355,192.168.1.1,53,udp,dns,0.004179,52,52,SF,0,1,80,1,80,192.168.1.195/dvwa/login.php-r.hub,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
77,20,17,-75.63226462163176,-141.47641197229245,3,1556260948,192.168.1.190,12577,202.101.98.54,53,udp,dns,0.0,0,0,S0,0,1,82,0,0,81.89.157.27.in-addr.arpa,1,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
75,12,11,-55.41971387153026,-167.7692707574016,3,1556260916,192.168.1.190,51144,196.216.169.10,53,udp,dns,0.532165,48,431,SF,0,1,76,1,459,55.185.in-addr.arpa,1,43,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
80,12,16,76.13992904982263,-71.22732310568712,5,1554305741,192.168.1.152,37884,192.168.1.190,53,udp,dns,7.9e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,1,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
71,19,11,-13.244873853224776,-128.34257645143884,3,1556287936,192.168.1.79,51651,192.168.1.195,62309,udp,-,0.0,0,0,S0,0,1,440,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
81,16,19,13.590948605505147,-28.896722612772862,4,1554286319,192.168.1.79,39979,239.255.255.250,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
94,13,13,-26.65501258661349,97.71042243525687,4,1556442323,192.168.1.193,50055,192.168.1.37,8080,tcp,-,0.00017,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
38,18,15,51.84460802772497,88.33767275788841,4,1556203791,192.168.1.30,34340,192.168.1.190,80,tcp,-,5e-06,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
66,20,16,-27.69951052863749,-31.933576841324992,4,1556260853,192.168.1.190,58708,202.102.128.69,53,udp,dns,0.0,0,0,S0,0,1,83,0,0,66.29.180.119.in-addr.arpa,1,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
78,15,20,-38.3663461364534,156.55551443764602,3,1554315257,192.168.1.152,53972,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
92,18,15,66.87205174770912,-88.94284663316655,5,1556325066,192.168.1.79,46724,239.255.255.250,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
87,16,20,19.888113549073097,83.8758292185625,4,1556260537,223.29.211.248,37742,192.168.1.194,80,tcp,-,0.0,0,0,S0,0,1,40,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
48,14,14,84.60196240382308,-16.471656167545262,5,1556250630,192.168.1.190,65019,130.239.5.114,53,udp,dns,0.361647,44,491,SF,0,1,72,1,519,ns1.ericsson.se,1,28,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
52,20,18,35.18479259421376,-7.058342345008128,4,1556340916,192.168.1.32,51272,18.194.169.124,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
30,19,23,29.63084957511758,70.7265915194387,4,1554272583,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
15,16,11,-54.93639230324983,5.798044955269575,3,1556427355,192.168.1.33,32915,192.168.1.193,135,tcp,-,0.0,0,0,OTH,0,0,0,1,52,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
