TaskID,StartTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude
1034,136.4184416,16,18,16,43.82424546,135.5524435
1035,137.127619,94,14,21,-82.9913288,152.6574676
1036,136.7622078,93,17,23,-79.3421932,-136.5566907
1037,137.3094372,62,20,20,4.143072896,-67.53282078
1038,137.127619,58,11,21,80.24251883,127.6808647
1039,137.4194372,10,20,22,-79.91708631,-27.47461245
1040,137.4194372,26,14,25,33.27760417,78.31760767
1041,137.6358874,25,11,25,38.58320026,-58.62283938
1042,137.7787446,31,20,18,-69.25066885,-155.239618
1043,137.8887446,29,14,18,86.27676928,49.01683589
1044,137.8887446,84,10,18,-50.04278682,-82.08651467
1045,137.9987446,17,18,15,56.28523992,139.8078163
1046,138.1087446,100,19,11,-34.39207341,-164.8553848
1047,138.2212987,43,14,11,89.51277902,-44.98108908
1048,138.3987879,56,19,17,-13.67757098,72.96285864
1049,138.5087879,33,10,18,-68.77645147,-96.11486071
1050,138.664632,76,17,18,-65.7574981,-96.80434689
1051,138.884632,12,19,23,-43.41476893,92.09866005
1052,138.774632,59,16,14,-60.82283766,93.08846522
1053,139.1677922,41,16,25,-75.07198249,73.64824432
1054,139.0577922,69,13,19,52.83177893,-115.6569118
1055,139.4769264,74,15,12,-34.53920616,-90.71716635
1056,139.3669264,89,10,22,-35.88640521,-179.4309908
1057,139.7236797,64,17,12,-83.07353898,39.2853985
1058,139.6024675,51,18,22,-53.39074589,0.079599182
1059,139.9964069,36,17,22,-63.85663758,99.04500579
1060,139.8535498,34,13,16,-76.49102786,-173.0259555
1061,140.1609091,36,19,23,77.13576036,122.4913193
1062,140.2709091,97,11,24,17.13603439,-4.127172442
1063,140.5107792,88,14,24,37.09330208,52.20186195
1064,140.4007792,45,17,15,42.23498749,42.60730671
1065,140.7748485,16,19,13,-85.5607276,154.5576595
1066,140.6406494,59,14,15,-46.08730796,-84.75586147
1067,141.0623377,21,17,16,36.02736075,-43.4720441
1068,140.9523377,82,18,12,37.83260495,-179.0484663
1069,141.1723377,30,14,23,-59.78264069,-60.49983145
1070,141.2823377,42,18,15,49.52349374,99.26001505
1071,141.5222078,24,17,25,-10.05959918,-62.86448231
1072,141.4122078,69,19,10,-3.711071402,29.23484944
1073,141.7422078,21,11,22,20.40548999,-156.2147994
1074,141.6322078,66,13,25,68.18965914,-78.17416291
1075,142.0798701,70,19,22,84.41744992,136.5305814
1076,141.7422078,75,20,15,3.820440831,131.6048993
1077,142.3655844,33,10,18,9.102212261,97.37626443
1078,141.8634199,92,20,17,-22.85512505,150.3821425
1079,142.5881385,68,12,14,45.90775677,-102.144464
1080,142.2183983,62,17,16,70.49980831,141.4393393
1081,142.7223377,29,15,19,-8.982837992,-165.8329518
1082,142.4755844,60,10,12,10.15835358,127.5690114
1083,142.9535498,89,16,15,85.38213797,74.05546767
1084,142.8323377,77,20,17,-75.63226462,-141.476412
1085,143.3128571,75,12,11,-55.41971387,-167.7692708
1086,143.122381,80,12,16,76.13992905,-71.22732311
1087,143.4687013,71,19,11,-13.24487385,-128.3425765
1088,143.5787013,81,16,19,13.59094861,-28.89672261
1089,143.7258874,94,13,13,-26.65501259,97.71042244
1090,143.8358874,38,18,15,51.84460803,88.33767276
1091,143.8358874,66,20,16,-27.69951053,-31.93357684
1092,144.1216017,78,15,20,-38.36634614,156.5555144
1093,144.2316017,92,18,15,66.87205175,-88.94284663
1094,144.4516017,87,16,20,19.88811355,83.87582922
1095,144.3416017,48,14,14,84.6019624,-16.47165617
1096,144.9201299,52,20,18,35.18479259,-7.058342345
1097,144.5616017,30,19,23,29.63084958,70.72659152
1098,145.0301299,15,16,11,-54.9363923,5.798044955
1099,144.6716017,67,14,12,-62.25648924,96.57221613
1100,145.2501299,37,11,14,-0.752238885,-2.352840076
1101,144.8101299,42,18,25,31.5037981,-138.7029364
1102,145.5618182,96,16,10,-21.26347017,136.9571596
1103,144.9201299,54,20,10,-0.598502443,36.22484362
1104,145.9124675,51,15,21,77.88970999,12.69177934
1105,145.1401299,58,14,19,-14.47364829,16.43157524
1106,146.0596537,81,12,15,2.359639879,-159.2094208
1107,145.418961,52,12,15,-67.8007057,144.8381952
1108,146.3211688,75,10,15,78.40744945,-82.90108587
1109,145.7176623,72,15,18,87.20070211,17.91909644
1110,146.7706061,33,19,11,27.6733477,129.3392485
1111,146.1696537,58,12,20,-75.45226799,-1.066260309
1112,146.9870563,13,19,11,-72.84646078,52.59392735
1113,146.5506061,93,20,18,88.78501125,126.2004753
1114,147.3394805,62,13,22,11.39660663,-73.93376496
1115,146.6606061,17,18,18,35.37813117,-147.4704102
1116,147.4494805,11,12,13,56.37893738,112.8407041
1117,147.0970563,74,13,25,-35.34559886,122.049957
1118,147.8686147,88,15,15,-24.98266102,-113.944157
1119,147.5594805,94,16,22,-79.08830375,158.6301751
1120,148.0886147,25,14,25,26.3798799,61.80616524
1121,147.6694805,89,18,18,1.046884458,10.85414161
1122,148.1986147,94,12,15,46.21922579,-88.39725514
1123,147.9786147,97,11,13,-77.91321282,-60.31213452
1124,148.5484848,97,16,20,-14.90236325,-99.99521699
1125,148.0886147,85,18,23,-36.00124176,-85.25755428
1126,148.8749351,55,16,11,-46.90187949,174.9549294
1127,148.3086147,81,18,10,77.51085711,102.0621879
1128,149.1104762,82,15,24,-63.84785347,88.37027372
1129,148.4384848,78,17,22,47.29969781,-35.09160478
1130,149.3304762,46,17,21,-37.26052045,156.4713108
1131,148.6584848,64,14,24,-41.46890543,-19.46583543
1132,149.5729004,69,16,13,-1.159414485,21.99747703
1133,149.0004762,78,16,14,-46.13634419,56.18976148
1134,149.7929004,99,20,23,59.48758175,158.1673658
1135,149.1104762,32,11,18,25.33956674,-70.19123482
1136,150.1886147,55,17,25,-39.45723466,-145.6798456
1137,149.2204762,66,11,15,83.37866937,126.8459191
1138,150.4587879,89,10,10,14.63696136,-149.0904016
1139,149.6829004,36,19,11,-38.94528494,169.5276276
1140,150.6787879,24,17,14,-22.12561554,-111.5844456
1141,150.0786147,21,17,11,69.48290753,-108.8304196
1142,151.2130303,22,12,12,83.4896201,10.72415827
1143,150.3487879,62,10,23,-62.73085464,-139.2613872
1144,151.3230303,52,19,19,0.041301565,-59.87161847
1145,150.5687879,67,18,15,1.661202204,116.216865
1146,151.5499134,100,19,18,-18.1641321,-57.67994383
1147,150.6787879,32,19,12,26.02605082,145.227681
1148,151.8287446,32,11,16,28.55315236,-125.511002
1149,151.1030303,41,15,24,-88.61334069,-155.0432654
1150,152.1361039,93,19,16,-23.72085385,-98.90309374
1151,151.4399134,80,10,12,-60.96075273,-70.21033336
1152,152.2461039,22,10,11,-47.2239777,-34.39436766
1153,151.7187446,53,14,25,2.213906583,55.80452544
1154,152.380303,10,20,12,29.46927546,-176.8586223
1155,151.9802597,37,14,15,-29.0394835,-60.15508409
1156,152.6115152,94,12,19,-87.00410497,134.0570571
1157,152.2461039,72,10,24,-2.980383851,16.6972131
1158,152.9440693,69,10,13,-54.31082095,-87.65611438
1159,152.5015152,30,10,16,-51.24365969,-158.3065197
1160,153.1640693,43,12,25,-47.91879179,-92.05173585
1161,152.7215152,34,10,14,-51.78815498,127.8717351
1162,153.6680087,89,14,15,0.557721506,-171.8799746
1163,152.8340693,87,18,21,-89.57090121,-45.63971078
1164,153.8880087,10,12,12,85.60656477,-24.2569006
1165,153.0540693,10,19,12,-19.06311953,-25.94353788
1166,154.1080087,99,14,18,-41.17173579,97.22184175
1167,153.3372294,12,10,16,-25.99610778,125.5673806
1168,154.4604329,18,18,21,-47.02079118,100.8085849
1169,153.5580087,45,14,15,12.49674368,8.123426775
1170,154.8882251,68,10,15,-17.14272465,150.9979312
1171,153.7780087,38,13,17,2.507939708,74.78531532
1172,155.2622944,81,19,14,-18.48539662,-11.37513532
1173,153.8880087,76,10,23,56.38030622,169.2143341
1174,155.7203896,33,19,14,85.2672318,49.89665315
1175,153.9980087,55,20,15,58.03154169,30.80367216
1176,155.8303896,47,19,15,13.14526816,-31.8262591
1177,154.2180087,79,18,22,-26.55727373,-133.9832126
1178,156.1871429,80,10,19,-54.80908261,-160.7840133
1179,154.5704329,60,15,23,14.10149435,-25.18480792
1180,156.338658,64,14,10,-68.74242549,-122.3982481
1181,154.6804329,57,20,11,59.20385851,106.2848114
1182,156.6045022,96,18,16,-61.05468379,-12.73381769
1183,155.0094372,53,13,23,48.48024309,70.69355623
1184,156.7145022,21,13,10,9.45204497,-179.4145334
1185,155.1194372,57,10,12,76.2174515,-151.4897145
1186,157.1232035,97,17,25,-20.287627,131.3765497
1187,155.3722944,44,15,10,-26.15170706,-105.7178917
1188,157.3457576,89,17,11,57.85335726,-126.8374461
1189,155.6103896,24,13,19,37.31659112,28.74966198
1190,157.4756277,12,13,19,19.57336909,-99.13215944
1191,155.7203896,60,16,13,47.63829038,-132.0432525
1192,157.6956277,53,19,16,-15.72796106,128.8385608
1193,156.0771429,61,10,22,-0.363859295,-33.64212255
1194,158.0541558,14,15,10,26.79228016,173.28489
1195,156.1871429,54,13,25,-63.81821525,-171.5742624
1196,158.5754113,53,13,24,-48.61063639,72.09833088
1197,156.4945022,100,15,14,67.91670649,-144.4767645
1198,158.9321645,53,20,25,-44.59569944,-131.2362084
1199,156.7145022,46,13,13,71.62475305,42.1112254
1200,159.2863636,46,15,25,-7.960300387,-153.8090253
1201,157.0132035,57,12,12,-35.21980642,-113.4229844
1202,159.5219048,70,17,11,-13.72227805,-154.393453
1203,157.2357576,39,10,15,-28.42653899,173.4774504
1204,159.954026,76,19,10,80.52781514,62.67806514
1205,157.5856277,51,15,18,47.80502712,-111.556011
1206,160.3583983,35,19,21,78.98070198,-25.1617785
1207,157.8056277,75,15,16,9.460052252,-96.72791747
1208,160.6787446,56,12,12,-44.11867613,101.4279883
1209,157.9441558,15,20,25,-63.12452013,-92.8061563
1210,161.0632468,65,19,11,60.85741182,-117.5595858
1211,158.0541558,46,16,17,-26.99962176,131.0266
1212,161.445974,44,10,19,-29.81726925,47.72866694
1213,158.4654113,59,13,21,-1.115599453,132.4063536
1214,161.555974,87,14,21,-39.01944967,50.85924025
1215,158.6854113,55,10,25,-81.37750344,45.824963
1216,161.665974,36,17,10,-11.95386201,-122.4892479
1217,159.0421645,52,17,10,20.91032563,-75.19227368
1218,161.775974,41,20,14,33.88317959,41.41647374
1219,159.1521645,80,14,13,-8.576567142,-82.70669035
1220,161.995974,47,12,10,-46.29979341,-67.23157361
1221,159.3963636,75,14,19,-69.79162982,-5.247863515
1222,162.105974,40,13,14,13.03143823,-117.7197134
1223,159.734026,54,18,20,48.48993351,-95.62147256
1224,162.5796104,11,17,21,83.58078907,-8.139596209
1225,159.844026,66,10,23,-71.41982342,-135.6038732
1226,162.7996104,71,14,10,-86.18722301,-166.1585063
1227,160.064026,83,18,13,-66.33369969,167.8995486
1228,162.9900866,84,15,23,-12.50056314,28.61758959
1229,160.4925974,34,15,14,-54.12374517,143.0782462
1230,163.3122078,64,11,11,32.29355069,89.96527413
1231,160.7887446,37,12,23,-45.06533813,104.4897384
1232,163.5322078,31,15,14,-82.55225605,-62.77813164
1233,160.8987446,58,11,25,-54.15142095,-32.7083116
1234,163.9452381,96,12,16,7.128411939,81.45837776
1235,161.1732468,82,11,16,46.50724175,127.1778614
1236,164.3193074,97,11,14,65.92743314,154.8631688
1237,161.555974,76,18,20,81.6125382,98.25290524
1238,164.4293074,74,19,23,-53.568282,-108.859731
1239,161.885974,90,15,12,30.96180362,84.32832024
1240,164.5393074,54,19,14,55.21071726,157.2994859
1241,162.105974,18,19,13,58.88061953,-87.92722795
1242,164.7593074,86,12,19,48.00600371,52.48605264
1243,162.4696104,100,13,21,-75.54586516,1.580520103
1244,165.1575758,59,15,11,-39.83323591,-18.09601819
1245,162.6896104,67,16,14,-27.78179344,78.79997844
1246,165.2675758,74,10,18,-42.1086157,23.96182083
1247,163.1000866,26,12,19,-70.01279994,78.33176106
1248,165.3775758,50,17,11,-19.08132332,-51.72603307
1249,163.4222078,45,16,12,-62.34588427,-74.8052672
1250,165.7585281,16,16,12,30.45760993,-124.940403
1251,163.6534199,95,13,18,-16.65993622,-26.53371355
1252,166.1914286,79,15,13,50.21167196,164.5266218
1253,163.7634199,96,15,14,72.99397269,83.4471962
1254,166.4114286,78,18,24,52.88425782,102.5074892
1255,164.0837662,40,14,16,-84.59321196,-105.7480996
1256,166.6314286,29,18,24,-89.35564075,-29.37288846
1257,164.1937662,78,17,21,-6.061680781,-126.3531836
1258,166.7414286,74,20,23,44.96524964,113.5023688
1259,164.6493074,59,14,22,-33.45915293,-152.6780097
1260,167.0444589,66,19,25,-9.385440708,-3.993168172
1261,164.8761905,80,20,13,-1.989564955,-33.20207589
1262,167.1544589,34,16,18,8.704761498,-8.520825998
1263,165.2675758,19,20,18,-87.70932532,125.6612828
1264,167.5397403,85,19,25,36.03922704,98.65454245
1265,165.611342,18,12,20,75.66744145,158.6926782
1266,167.9614286,73,13,13,6.939407867,156.662217
1267,166.0182684,19,11,10,17.83657086,-6.612396064
1268,168.2211688,12,20,15,-47.51695443,-55.71870796
1269,166.3014286,10,14,13,64.95347328,125.1788437
1270,168.478355,36,20,25,24.0875699,-120.9044559
1271,166.5214286,78,18,18,84.79448076,26.78125761
1272,168.588355,84,11,21,-73.11607349,55.07254819
1273,166.9145887,98,16,12,37.85387311,136.5951696
1274,168.698355,55,17,20,45.82845908,0.077977289
1275,167.327619,17,18,10,-14.2631649,-108.0661761
1276,168.808355,42,10,19,40.17821439,-175.0416662
1277,167.7042424,94,10,20,43.02108683,-119.4820837
1278,168.9815152,40,12,15,74.06013904,103.2762564
1279,167.8142424,10,16,25,-66.90300608,107.7041935
1280,169.3278355,49,15,25,-84.49722885,-77.87036735
1281,168.3311688,92,11,16,10.3052434,-105.8221866
1282,169.6239827,97,15,13,76.72766831,-152.3854058
1283,168.808355,88,11,22,-41.96295491,68.23929534
1284,169.9720779,80,19,23,10.36167755,-124.9660101
1285,169.1633333,81,12,11,80.25093606,150.6983517
1286,170.3530303,87,17,23,-38.67778826,-152.227207
1287,169.4378355,18,17,18,-13.94669013,28.41660453
1288,170.4630303,45,20,16,-64.84121576,74.70723687
1289,169.8620779,28,16,11,26.8612077,7.816221305
1290,170.5972294,97,16,12,-25.91044836,-92.35309278
1291,170.2318182,37,16,21,-41.93102213,-35.27484365
1292,170.8284416,49,10,22,11.2406933,-78.77911716
1293,170.4630303,87,18,13,23.28787619,25.93440224
1294,171.0484416,38,14,12,-84.45411791,-99.01858549
1295,170.7184416,13,13,12,70.43686835,-144.5131582
1296,171.5307359,29,11,25,-28.97823238,-164.9436138
1297,170.8284416,66,11,11,-39.2894221,-138.0646181
1298,171.9091342,88,13,10,36.44174813,137.2299759
1299,170.9384416,54,11,10,89.30842686,-173.3228523
1300,172.1991775,46,20,18,-49.07320424,16.83090582
1301,171.0484416,71,19,23,-84.44551689,170.002532
1302,172.3091775,56,11,21,-13.70987471,-112.3103212
1303,171.4207359,10,10,15,-3.244916161,135.320838
1304,172.7456277,27,18,20,-31.62276805,111.5143634
1305,171.7991342,79,11,25,-15.15133406,160.2937371
1306,173.08329,96,18,10,-68.71625295,134.8895952
1307,172.3091775,95,16,12,-13.82877123,-40.48947532
1308,173.30329,84,13,15,27.90777889,58.4848075
1309,172.4191775,42,17,16,84.82528669,-122.4377209
1310,173.8219913,17,15,15,88.94928504,120.6152088
1311,172.6356277,70,18,11,-38.39872487,-44.3242534
1312,173.9319913,66,10,15,-25.80140662,-98.9055877
1313,172.7456277,69,16,18,5.565628854,42.63706233
1314,174.2133766,92,20,12,29.4611977,68.55077444
1315,173.19329,54,13,13,-20.12603257,18.32474354
1316,174.5701299,85,12,13,77.94673074,12.53131731
1317,173.4158442,15,14,17,-43.83347552,17.90336613
1318,174.814329,44,11,17,21.14870372,122.2575727
1319,173.5258442,37,20,23,40.33834094,135.7288049
1320,175.1191342,58,10,17,23.20981791,-135.6875607
1321,173.7119913,53,17,11,-12.74170096,141.7080431
1322,175.3416883,96,14,10,-59.67666435,43.07260207
1323,173.8219913,71,17,21,-83.24128371,-76.32807119
1324,175.5616883,80,16,11,44.48747535,62.51827574
1325,174.0748485,66,14,13,75.16772166,159.8259719
1326,175.7088745,88,10,15,-0.936161864,116.7113981
1327,174.3233766,65,17,19,74.44839791,166.3006019
1328,176.1392208,41,11,23,53.64847817,164.8459928
1329,174.704329,94,15,20,-32.52132936,-66.81923639
1330,176.3592208,91,16,18,69.77712479,11.42797402
1331,174.814329,84,11,10,9.862058201,-128.2003409
1332,176.6892208,10,19,12,42.00627996,-158.1787271
1333,174.924329,89,13,15,2.923959799,-4.535436131
1334,176.9092208,76,13,11,47.82444613,30.75282469
1335,175.2316883,93,17,22,44.94489554,-18.389591
1336,177.0217749,61,17,12,-26.12412211,154.8030839
1337,175.4516883,30,15,12,-59.48479567,-144.4881986
1338,177.2417749,65,10,11,5.035695036,-130.4088046
1339,175.8188745,37,18,25,2.188697882,-143.0979807
1340,177.6894372,62,20,10,-20.31612908,-158.0013497
1341,176.2492208,11,20,20,30.66672883,-29.15002547
1342,177.9812554,53,17,17,-56.72754163,-178.698994
1343,176.4692208,98,16,25,-87.34645763,67.99039362
1344,178.3942857,21,12,13,-52.90610084,118.8829393
1345,176.5792208,43,18,22,9.011002304,-98.51368366
1346,178.6142857,83,14,12,39.15954201,179.9397719
1347,176.7992208,66,16,25,46.15514475,74.58198477
1348,178.9104329,84,15,10,-14.41263418,-172.703058
1349,177.1317749,66,13,24,-15.14565754,-26.6259115
1350,179.1225541,38,14,22,80.52910219,157.8491106
1351,177.380303,60,15,24,-71.11946708,25.64299835
1352,179.3970563,88,20,13,51.24623405,70.95619231
1353,177.5794372,93,18,21,-42.07036541,-174.0972992
1354,179.6325974,35,10,15,80.26091067,87.69148757
1355,177.8712554,51,12,11,69.4507712,92.38347826
1356,179.9374026,46,18,15,68.12626014,-59.97906557
1357,178.2842857,31,17,19,-56.02312948,170.8959572
1358,180.0474026,84,20,24,24.57924426,-143.7709708
1359,178.5042857,57,19,13,32.81110587,-39.92606523
1360,180.3305628,46,16,10,79.69013626,-176.1305803
1361,178.7242857,42,20,23,69.31372186,-48.40342842
1362,180.4405628,54,13,14,19.57337364,113.7947197
1363,179.2325541,51,11,12,-25.80176912,17.21544799
1364,180.6605628,26,12,12,-53.74469639,53.76275474
1365,179.5225974,68,13,16,-59.04136092,138.0078575
1366,180.7705628,79,10,21,58.84509872,64.47631435
1367,179.8274026,20,10,21,3.734507752,158.6655234
1368,180.9220779,56,18,16,79.36481566,-23.67771968
1369,179.9374026,23,13,11,-89.0670937,120.6539078
1370,181.1385281,52,20,13,-22.67146097,44.78827972
1371,180.0474026,91,15,11,70.20810592,-51.17487146
1372,181.4685281,85,15,25,-32.57657379,130.9235162
1373,180.1574026,80,20,14,-12.59021086,48.93354496
1374,181.8711255,82,20,13,81.8765656,-9.665016211
1375,180.5505628,30,13,25,4.485984721,88.76102629
1376,182.2625108,56,14,10,50.99140259,-31.51561722
1377,180.7705628,22,17,11,49.29162145,-71.88015412
1378,182.744026,53,17,14,-45.46173961,-29.66844768
1379,181.2485281,96,12,11,31.19713672,-18.09115597
1380,183.0877922,38,20,10,32.47147027,-134.5103213
1381,181.3585281,25,10,19,38.40256438,65.33690625
1382,183.1977922,52,13,19,81.80847908,-172.6248337
1383,181.7369264,55,14,22,3.91197065,134.3381377
1384,183.5588745,87,12,24,-39.15716059,-144.1362467
1385,182.1525108,95,18,12,-25.72093419,-171.9183893
1386,183.9199567,48,10,22,10.45946919,83.48562243
1387,182.3725108,53,13,22,18.40801816,14.66574126
1388,184.3312121,11,17,21,-41.51874161,172.405173
1389,182.524026,30,15,12,3.108215318,-149.4942015
1390,184.4412121,41,16,21,-49.51297837,60.02831337
1391,182.634026,14,19,13,59.91698569,-81.71715923
1392,184.6612121,95,11,21,-10.6810942,-55.26782439
1393,182.9777922,63,15,14,-50.11650843,-178.6273575
1394,184.7712121,48,13,25,37.25012359,13.17443133
1395,183.3276623,24,11,11,-87.9087109,20.70811686
1396,185.0569264,82,14,20,67.37234218,-174.3112591
1397,183.4488745,71,15,21,-5.961171249,-26.43419431
1398,185.3530736,53,11,12,52.59515014,-6.656590906
1399,183.6688745,49,16,15,-42.418379,130.0457821
1400,185.751342,58,16,10,-61.65241143,45.71343428
1401,183.8074026,55,12,14,59.00935825,-149.4703752
1402,185.971342,66,13,13,87.82618825,-169.9037321
1403,184.184026,80,14,13,62.93055556,83.44497278
1404,186.081342,84,20,17,88.56472965,-152.0434492
1405,184.5512121,77,17,16,45.76827971,175.6416416
1406,186.1982251,75,15,10,-53.34873485,113.1963146
1407,184.9443723,12,11,14,45.16579063,4.881773781
1408,186.4900433,72,12,21,-4.944937481,-19.75901466
1409,185.2430736,42,12,10,-48.02338577,140.7959988
1410,186.8121645,40,13,16,-0.790969377,28.05496719
1411,185.3530736,97,11,11,23.87001116,23.46075436
1412,187.0321645,45,11,14,-88.20593254,31.24784025
1413,185.861342,30,12,15,-7.259768879,21.12155864
1414,187.4383117,38,20,23,-86.23634925,-178.4008923
1415,186.3082251,76,16,20,87.04637908,-92.80761051
1416,187.5508658,47,16,18,-69.85489492,-112.3088799
1417,186.7021645,41,12,22,64.12869588,-149.5842907
1418,187.92671,67,20,18,-59.39723677,-162.7417987
1419,186.9221645,35,10,23,39.04568562,-11.32111391
1420,188.1215152,95,17,22,-62.66092025,-139.952004
1421,187.1421645,33,20,25,59.36477442,164.719696
1422,188.5615152,75,15,14,-38.08941923,28.14374387
1423,187.3283117,44,16,18,53.12758748,-31.76272461
1424,188.9052814,46,10,23,8.617701065,63.79726613
1425,187.6608658,54,15,17,-84.84889155,47.21042617
1426,189.1754545,39,12,12,24.08426017,-7.761780289
1427,187.81671,52,17,16,-82.10242043,158.5813432
1428,189.3954545,77,14,18,-26.79519695,-165.3946831
1429,188.2315152,42,16,14,-88.09996335,-120.7606508
1430,189.7842857,68,19,24,-6.244170236,69.20828954
1431,188.3415152,70,20,23,25.16106636,-20.03892928
1432,190.2250649,74,19,13,-5.065163851,-81.37790249
1433,188.4515152,12,17,13,78.0390576,-92.18272795
1434,190.5861472,52,13,22,-60.99721647,-89.57168392
1435,188.6715152,27,10,13,88.06981182,153.4298168
1436,190.9576623,31,16,13,-67.16170123,154.2711472
1437,189.0152814,46,15,11,83.05474074,-29.85579456
1438,191.3472727,100,20,22,-74.70399544,56.09107919
1439,189.2854545,35,16,13,40.97685129,157.229312
1440,191.5074459,33,10,20,-22.5404187,153.0555655
1441,189.5642857,52,18,21,22.28883505,-177.6736135
1442,191.7274459,87,19,24,27.48580767,-160.5475785
1443,189.6742857,53,20,20,65.75902202,150.6303046
1444,192.2097403,43,17,16,-3.939410794,-92.36410088
1445,189.8942857,78,18,11,-85.00720469,-7.959625488
1446,192.3197403,15,11,18,-60.50312009,-124.1439752
1447,190.1150649,86,17,15,42.87945674,141.1833761
1448,192.5509524,74,11,12,0.893537741,130.5959795
1449,190.3350649,48,11,14,33.07423498,-56.5464979
1450,192.7908225,81,16,17,39.98176031,-63.47148229
1451,190.7376623,61,17,24,-4.967989277,-76.84550708
1452,193.2211688,93,17,14,-71.5307181,174.1296759
1453,190.8476623,21,17,21,-45.72289388,-54.80720031
1454,193.61,62,13,11,53.56929513,-126.0531294
1455,191.2347186,70,10,24,-32.6446251,-47.29813376
1456,193.72,30,17,24,7.804969503,-164.3968141
1457,191.6174459,89,14,24,-31.70258081,-128.0912673
1458,193.9945022,20,16,10,-35.96438657,-47.99473549
1459,191.9612121,40,10,16,40.38737638,-47.09465703
1460,194.3660173,12,10,20,7.828560213,17.33543054
1461,192.0997403,93,18,21,-23.44455271,-5.431332058
1462,194.4760173,95,19,25,-75.19273172,-109.4182753
1463,192.4297403,74,16,22,-39.52771518,66.60097156
1464,194.8067965,47,19,14,59.15203901,24.50096932
1465,192.6808225,19,20,10,81.40173885,28.17758049
1466,194.9167965,48,13,20,36.09496122,-149.711323
1467,193.1111688,85,19,22,-37.90770685,96.92987036
1468,195.3644589,67,18,19,73.550948,153.7583427
1469,193.3311688,21,10,19,4.293110419,27.76328905
1470,195.5722511,71,12,14,-17.8295651,78.71523384
1471,193.5,70,17,11,-57.09614709,154.1707329
1472,195.6822511,91,18,17,-89.97316413,-42.87180924
1473,193.8845022,43,18,22,-41.3357331,-170.6122027
1474,196.1515584,87,13,16,39.65434705,129.4885308
1475,194.1460173,95,18,15,80.72744893,-119.6880759
1476,196.2987446,37,12,23,-35.53738746,-89.44138914
1477,194.2560173,76,18,16,-69.86458164,-41.4115883
1478,196.4087446,58,19,18,-34.03230903,-29.76520031
1479,194.4760173,100,13,13,24.41608023,-72.68134927
1480,196.8347619,14,18,19,66.20067993,97.12135785
1481,194.6967965,72,20,17,-4.640185056,-161.6596797
1482,196.9447619,51,12,16,-59.42609918,-140.1669478
1483,194.9167965,64,11,25,-85.27231037,83.00253429
1484,197.2824242,90,20,22,-11.83651259,162.9804306
1485,195.2544589,66,14,22,31.5536544,20.46950472
1486,197.3924242,24,10,15,-14.71181462,-43.0009723
1487,195.6822511,52,15,15,62.63353451,45.88787858
1488,197.6997835,28,18,18,41.8665857,140.7986866
1489,195.8164502,11,12,16,-71.10452125,-179.0849682
1490,198.0720779,85,12,24,50.15370529,42.88339776
1491,196.0415584,76,11,19,-19.73104674,-138.439303
1492,198.3465801,24,12,18,57.85402231,167.6740171
1493,196.4087446,38,11,10,-73.79393503,-77.57151202
1494,198.5665801,79,11,14,11.14206953,-74.25963296
1495,196.7247619,13,17,25,-66.8439178,49.38069253
1496,198.8973593,89,19,16,50.14956898,75.98609822
1497,196.9447619,76,12,21,-45.30690669,-123.0324112
1498,199.1242424,82,15,16,37.57823115,-123.4354615
1499,197.3924242,69,18,19,9.690617834,32.28028946
1500,199.3796537,40,19,14,82.14219045,140.5059802
1501,197.5699134,63,16,10,-39.86876832,171.5411053
1502,199.5996537,77,15,18,-54.41405711,-68.01321408
1503,197.8556277,60,11,18,77.30927215,-81.6777929
1504,199.8871429,61,18,18,10.54829766,-154.3849508
1505,198.2365801,55,19,19,-78.14966462,-79.97084179
1506,199.9971429,35,10,12,73.06559964,-25.53214219
1507,198.4565801,32,16,10,-0.273027573,-46.88843295
1508,200.1071429,64,16,13,-68.14774759,27.53890666
1509,198.7873593,54,19,21,61.00237141,26.82100237
1510,200.368658,99,14,19,38.31583293,150.7356525
1511,199.0142424,46,10,11,-35.9662055,128.4182594
1512,200.6734632,97,11,22,-80.30713936,-157.8527132
1513,199.4896537,39,10,22,-51.53545975,-115.8476968
1514,201.0475325,26,15,20,41.69669025,-42.07698437
1515,199.7771429,92,14,17,-51.45555151,-36.85015801
1516,201.1575325,94,19,17,42.31438808,-102.6505326
1517,200.2171429,79,10,24,-14.33451937,-158.1924216
1518,201.3800866,73,10,11,-86.7661693,-40.30646034
1519,200.5634632,98,20,25,11.03149645,95.22760394
1520,201.5402597,92,18,23,52.22638493,45.40574443
1521,200.8249784,19,14,18,61.30419216,-98.26645597
1522,201.6502597,38,16,21,48.45960325,165.7156872
1523,200.9375325,35,14,15,0.426462783,109.8129684
1524,201.7758009,41,13,15,43.90374022,73.63002203
1525,201.0475325,99,18,21,64.41100427,-7.191142719
1526,202.168961,29,15,23,-38.29736271,-149.6199612
1527,201.2700866,83,20,12,78.55428317,-27.42660378
1528,202.5664502,82,18,14,47.36298365,-105.1171322
1529,201.6502597,60,19,10,45.09062765,-168.3360439
1530,202.7396104,66,13,24,-75.26699094,-5.231931452
1531,201.948961,78,12,19,76.70128063,50.01215927
1532,203.0314286,95,15,16,40.89150997,-78.34452109
1533,202.058961,71,16,23,21.85451782,-69.79612462
1534,203.3492208,88,19,20,31.59057363,-137.9342734
