TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterID,ENSEMBLE_predicted_DC
44,10,19,-29.81726925,47.72866694,4,4
59,13,21,-1.115599453,132.4063536,4,4
87,14,21,-39.01944967,50.85924025,4,4
55,10,25,-81.37750344,45.824963,3,3
36,17,10,-11.95386201,-122.4892479,5,5
52,17,10,20.91032563,-75.19227368,5,5
41,20,14,33.88317959,41.41647374,4,4
80,14,13,-8.576567142,-82.70669035,5,5
47,12,10,-46.29979341,-67.23157361,4,4
75,14,19,-69.79162982,-5.247863515,4,4
40,13,14,13.03143823,-117.7197134,5,5
54,18,20,48.48993351,-95.62147256,5,5
11,17,21,83.58078907,-8.139596209,5,5
66,10,23,-71.41982342,-135.6038732,3,3
71,14,10,-86.18722301,-166.1585063,3,3
83,18,13,-66.33369969,167.8995486,3,3
84,15,23,-12.50056314,28.61758959,4,4
34,15,14,-54.12374517,143.0782462,3,3
64,11,11,32.29355069,89.96527413,4,4
37,12,23,-45.06533813,104.4897384,4,4
31,15,14,-82.55225605,-62.77813164,3,3
58,11,25,-54.15142095,-32.7083116,4,4
96,12,16,7.128411939,81.45837776,5,5
82,11,16,46.50724175,127.1778614,5,5
97,11,14,65.92743314,154.8631688,5,5
76,18,20,81.6125382,98.25290524,5,5
74,19,23,-53.568282,-108.859731,3,3
90,15,12,30.96180362,84.32832024,4,4
54,19,14,55.21071726,157.2994859,5,5
18,19,13,58.88061953,-87.92722795,5,5
86,12,19,48.00600371,52.48605264,4,4
100,13,21,-75.54586516,1.580520103,3,3
59,15,11,-39.83323591,-18.09601819,4,4
67,16,14,-27.78179344,78.79997844,4,4
74,10,18,-42.1086157,23.96182083,4,4
26,12,19,-70.01279994,78.33176106,3,3
50,17,11,-19.08132332,-51.72603307,5,5
45,16,12,-62.34588427,-74.8052672,3,3
16,16,12,30.45760993,-124.940403,5,5
95,13,18,-16.65993622,-26.53371355,4,4
79,15,13,50.21167196,164.5266218,5,5
96,15,14,72.99397269,83.4471962,5,5
78,18,24,52.88425782,102.5074892,5,5
40,14,16,-84.59321196,-105.7480996,3,3
29,18,24,-89.35564075,-29.37288846,3,3
78,17,21,-6.061680781,-126.3531836,3,3
74,20,23,44.96524964,113.5023688,4,5
59,14,22,-33.45915293,-152.6780097,3,3
66,19,25,-9.385440708,-3.993168172,4,4
80,20,13,-1.989564955,-33.20207589,5,5
34,16,18,8.704761498,-8.520825998,4,4
19,20,18,-87.70932532,125.6612828,3,3
85,19,25,36.03922704,98.65454245,5,5
18,12,20,75.66744145,158.6926782,5,5
73,13,13,6.939407867,156.662217,3,3
19,11,10,17.83657086,-6.612396064,4,4
12,20,15,-47.51695443,-55.71870796,4,4
10,14,13,64.95347328,125.1788437,4,4
36,20,25,24.0875699,-120.9044559,5,5
78,18,18,84.79448076,26.78125761,5,5
84,11,21,-73.11607349,55.07254819,3,3
98,16,12,37.85387311,136.5951696,5,5
55,17,20,45.82845908,0.077977289,4,4
17,18,10,-14.2631649,-108.0661761,3,3
42,10,19,40.17821439,-175.0416662,5,5
94,10,20,43.02108683,-119.4820837,5,5
40,12,15,74.06013904,103.2762564,4,4
10,16,25,-66.90300608,107.7041935,3,3
49,15,25,-84.49722885,-77.87036735,3,3
92,11,16,10.3052434,-105.8221866,5,5
97,15,13,76.72766831,-152.3854058,5,5
88,11,22,-41.96295491,68.23929534,4,4
80,19,23,10.36167755,-124.9660101,5,5
81,12,11,80.25093606,150.6983517,5,5
87,17,23,-38.67778826,-152.227207,3,3
18,17,18,-13.94669013,28.41660453,4,4
45,20,16,-64.84121576,74.70723687,4,4
28,16,11,26.8612077,7.816221305,4,4
97,16,12,-25.91044836,-92.35309278,3,3
37,16,21,-41.93102213,-35.27484365,4,4
49,10,22,11.2406933,-78.77911716,5,5
87,18,13,23.28787619,25.93440224,4,4
38,14,12,-84.45411791,-99.01858549,3,3
13,13,12,70.43686835,-144.5131582,4,4
29,11,25,-28.97823238,-164.9436138,3,3
66,11,11,-39.2894221,-138.0646181,3,3
88,13,10,36.44174813,137.2299759,5,5
54,11,10,89.30842686,-173.3228523,5,5
46,20,18,-49.07320424,16.83090582,4,4
71,19,23,-84.44551689,170.002532,3,3
56,11,21,-13.70987471,-112.3103212,3,3
10,10,15,-3.244916161,135.320838,4,4
27,18,20,-31.62276805,111.5143634,4,3
79,11,25,-15.15133406,160.2937371,3,3
96,18,10,-68.71625295,134.8895952,3,3
95,16,12,-13.82877123,-40.48947532,5,5
84,13,15,27.90777889,58.4848075,4,4
42,17,16,84.82528669,-122.4377209,5,5
17,15,15,88.94928504,120.6152088,5,5
70,18,11,-38.39872487,-44.3242534,4,4
66,10,15,-25.80140662,-98.9055877,5,5
69,16,18,5.565628854,42.63706233,4,4
92,20,12,29.4611977,68.55077444,4,4
54,13,13,-20.12603257,18.32474354,4,4
85,12,13,77.94673074,12.53131731,5,5
15,14,17,-43.83347552,17.90336613,4,4
44,11,17,21.14870372,122.2575727,4,4
37,20,23,40.33834094,135.7288049,5,4
58,10,17,23.20981791,-135.6875607,5,5
53,17,11,-12.74170096,141.7080431,3,3
96,14,10,-59.67666435,43.07260207,4,4
71,17,21,-83.24128371,-76.32807119,3,3
80,16,11,44.48747535,62.51827574,4,4
66,14,13,75.16772166,159.8259719,5,5
88,10,15,-0.936161864,116.7113981,4,4
65,17,19,74.44839791,166.3006019,5,5
41,11,23,53.64847817,164.8459928,5,5
94,15,20,-32.52132936,-66.81923639,3,3
91,16,18,69.77712479,11.42797402,5,5
84,11,10,9.862058201,-128.2003409,5,5
10,19,12,42.00627996,-158.1787271,4,4
89,13,15,2.923959799,-4.535436131,4,4
76,13,11,47.82444613,30.75282469,4,4
93,17,22,44.94489554,-18.389591,5,5
61,17,12,-26.12412211,154.8030839,3,3
30,15,12,-59.48479567,-144.4881986,3,3
65,10,11,5.035695036,-130.4088046,3,3
37,18,25,2.188697882,-143.0979807,3,3
62,20,10,-20.31612908,-158.0013497,3,3
11,20,20,30.66672883,-29.15002547,4,4
53,17,17,-56.72754163,-178.698994,3,3
98,16,25,-87.34645763,67.99039362,3,3
21,12,13,-52.90610084,118.8829393,3,3
43,18,22,9.011002304,-98.51368366,5,5
83,14,12,39.15954201,179.9397719,5,5
66,16,25,46.15514475,74.58198477,4,4
84,15,10,-14.41263418,-172.703058,3,3
66,13,24,-15.14565754,-26.6259115,4,4
38,14,22,80.52910219,157.8491106,5,5
60,15,24,-71.11946708,25.64299835,4,4
88,20,13,51.24623405,70.95619231,4,5
93,18,21,-42.07036541,-174.0972992,3,3
35,10,15,80.26091067,87.69148757,5,5
51,12,11,69.4507712,92.38347826,5,5
46,18,15,68.12626014,-59.97906557,5,5
31,17,19,-56.02312948,170.8959572,3,3
84,20,24,24.57924426,-143.7709708,5,5
57,19,13,32.81110587,-39.92606523,4,4
46,16,10,79.69013626,-176.1305803,5,5
42,20,23,69.31372186,-48.40342842,4,5
54,13,14,19.57337364,113.7947197,4,4
51,11,12,-25.80176912,17.21544799,4,4
26,12,12,-53.74469639,53.76275474,4,3
68,13,16,-59.04136092,138.0078575,3,3
79,10,21,58.84509872,64.47631435,5,5
20,10,21,3.734507752,158.6655234,3,3
56,18,16,79.36481566,-23.67771968,5,5
23,13,11,-89.0670937,120.6539078,3,3
52,20,13,-22.67146097,44.78827972,4,4
91,15,11,70.20810592,-51.17487146,5,5
85,15,25,-32.57657379,130.9235162,3,3
80,20,14,-12.59021086,48.93354496,4,4
82,20,13,81.8765656,-9.665016211,5,5
30,13,25,4.485984721,88.76102629,4,4
56,14,10,50.99140259,-31.51561722,5,5
22,17,11,49.29162145,-71.88015412,4,4
53,17,14,-45.46173961,-29.66844768,4,4
96,12,11,31.19713672,-18.09115597,5,5
38,20,10,32.47147027,-134.5103213,5,5
25,10,19,38.40256438,65.33690625,4,4
52,13,19,81.80847908,-172.6248337,5,5
55,14,22,3.91197065,134.3381377,3,3
87,12,24,-39.15716059,-144.1362467,3,3
95,18,12,-25.72093419,-171.9183893,3,3
48,10,22,10.45946919,83.48562243,4,4
53,13,22,18.40801816,14.66574126,4,4
11,17,21,-41.51874161,172.405173,3,3
30,15,12,3.108215318,-149.4942015,3,3
41,16,21,-49.51297837,60.02831337,4,4
14,19,13,59.91698569,-81.71715923,5,5
95,11,21,-10.6810942,-55.26782439,5,5
63,15,14,-50.11650843,-178.6273575,3,3
48,13,25,37.25012359,13.17443133,4,4
24,11,11,-87.9087109,20.70811686,3,3
82,14,20,67.37234218,-174.3112591,5,5
71,15,21,-5.961171249,-26.43419431,5,5
53,11,12,52.59515014,-6.656590906,5,5
49,16,15,-42.418379,130.0457821,3,3
58,16,10,-61.65241143,45.71343428,3,3
55,12,14,59.00935825,-149.4703752,5,5
66,13,13,87.82618825,-169.9037321,5,5
80,14,13,62.93055556,83.44497278,4,4
84,20,17,88.56472965,-152.0434492,5,5
77,17,16,45.76827971,175.6416416,5,5
75,15,10,-53.34873485,113.1963146,3,3
12,11,14,45.16579063,4.881773781,4,4
72,12,21,-4.944937481,-19.75901466,4,4
42,12,10,-48.02338577,140.7959988,3,3
40,13,16,-0.790969377,28.05496719,4,4
97,11,11,23.87001116,23.46075436,4,4
45,11,14,-88.20593254,31.24784025,3,3
30,12,15,-7.259768879,21.12155864,4,4
38,20,23,-86.23634925,-178.4008923,3,3
76,16,20,87.04637908,-92.80761051,5,5
47,16,18,-69.85489492,-112.3088799,3,3
41,12,22,64.12869588,-149.5842907,5,5
67,20,18,-59.39723677,-162.7417987,3,3
35,10,23,39.04568562,-11.32111391,4,4
95,17,22,-62.66092025,-139.952004,3,3
33,20,25,59.36477442,164.719696,5,5
75,15,14,-38.08941923,28.14374387,4,4
44,16,18,53.12758748,-31.76272461,4,4
46,10,23,8.617701065,63.79726613,4,4
54,15,17,-84.84889155,47.21042617,3,3
39,12,12,24.08426017,-7.761780289,4,4
52,17,16,-82.10242043,158.5813432,3,3
77,14,18,-26.79519695,-165.3946831,3,3
42,16,14,-88.09996335,-120.7606508,3,3
68,19,24,-6.244170236,69.20828954,4,4
70,20,23,25.16106636,-20.03892928,5,5
74,19,13,-5.065163851,-81.37790249,5,5
12,17,13,78.0390576,-92.18272795,5,5
52,13,22,-60.99721647,-89.57168392,3,3
27,10,13,88.06981182,153.4298168,5,5
31,16,13,-67.16170123,154.2711472,3,3
46,15,11,83.05474074,-29.85579456,5,5
100,20,22,-74.70399544,56.09107919,3,3
35,16,13,40.97685129,157.229312,4,4
33,10,20,-22.5404187,153.0555655,3,3
52,18,21,22.28883505,-177.6736135,5,5
87,19,24,27.48580767,-160.5475785,5,5
53,20,20,65.75902202,150.6303046,4,5
43,17,16,-3.939410794,-92.36410088,5,5
78,18,11,-85.00720469,-7.959625488,3,3
15,11,18,-60.50312009,-124.1439752,3,3
86,17,15,42.87945674,141.1833761,5,5
74,11,12,0.893537741,130.5959795,4,4
48,11,14,33.07423498,-56.5464979,4,4
81,16,17,39.98176031,-63.47148229,5,5
61,17,24,-4.967989277,-76.84550708,4,4
93,17,14,-71.5307181,174.1296759,3,3
21,17,21,-45.72289388,-54.80720031,4,4
62,13,11,53.56929513,-126.0531294,5,5
70,10,24,-32.6446251,-47.29813376,4,4
30,17,24,7.804969503,-164.3968141,3,3
89,14,24,-31.70258081,-128.0912673,3,3
20,16,10,-35.96438657,-47.99473549,4,4
40,10,16,40.38737638,-47.09465703,5,4
12,10,20,7.828560213,17.33543054,4,4
93,18,21,-23.44455271,-5.431332058,5,4
95,19,25,-75.19273172,-109.4182753,3,3
74,16,22,-39.52771518,66.60097156,4,4
47,19,14,59.15203901,24.50096932,5,5
19,20,10,81.40173885,28.17758049,5,5
48,13,20,36.09496122,-149.711323,5,5
85,19,22,-37.90770685,96.92987036,3,3
67,18,19,73.550948,153.7583427,5,5
21,10,19,4.293110419,27.76328905,4,4
71,12,14,-17.8295651,78.71523384,4,4
70,17,11,-57.09614709,154.1707329,3,3
91,18,17,-89.97316413,-42.87180924,3,3
43,18,22,-41.3357331,-170.6122027,3,3
87,13,16,39.65434705,129.4885308,5,5
95,18,15,80.72744893,-119.6880759,5,5
37,12,23,-35.53738746,-89.44138914,3,3
76,18,16,-69.86458164,-41.4115883,4,4
58,19,18,-34.03230903,-29.76520031,4,4
100,13,13,24.41608023,-72.68134927,5,5
14,18,19,66.20067993,97.12135785,4,4
72,20,17,-4.640185056,-161.6596797,3,3
51,12,16,-59.42609918,-140.1669478,3,3
64,11,25,-85.27231037,83.00253429,3,3
90,20,22,-11.83651259,162.9804306,3,3
66,14,22,31.5536544,20.46950472,4,4
24,10,15,-14.71181462,-43.0009723,4,4
52,15,15,62.63353451,45.88787858,5,5
28,18,18,41.8665857,140.7986866,5,5
11,12,16,-71.10452125,-179.0849682,3,3
85,12,24,50.15370529,42.88339776,5,5
76,11,19,-19.73104674,-138.439303,3,3
24,12,18,57.85402231,167.6740171,5,5
38,11,10,-73.79393503,-77.57151202,3,3
79,11,14,11.14206953,-74.25963296,5,5
13,17,25,-66.8439178,49.38069253,4,4
89,19,16,50.14956898,75.98609822,5,5
76,12,21,-45.30690669,-123.0324112,3,3
82,15,16,37.57823115,-123.4354615,5,5
69,18,19,9.690617834,32.28028946,4,4
40,19,14,82.14219045,140.5059802,5,5
63,16,10,-39.86876832,171.5411053,3,3
77,15,18,-54.41405711,-68.01321408,4,4
60,11,18,77.30927215,-81.6777929,5,5
61,18,18,10.54829766,-154.3849508,5,5
55,19,19,-78.14966462,-79.97084179,3,3
35,10,12,73.06559964,-25.53214219,4,4
32,16,10,-0.273027573,-46.88843295,4,4
64,16,13,-68.14774759,27.53890666,4,4
54,19,21,61.00237141,26.82100237,4,4
99,14,19,38.31583293,150.7356525,5,5
46,10,11,-35.9662055,128.4182594,3,3
97,11,22,-80.30713936,-157.8527132,3,3
39,10,22,-51.53545975,-115.8476968,3,3
26,15,20,41.69669025,-42.07698437,5,5
92,14,17,-51.45555151,-36.85015801,4,4
94,19,17,42.31438808,-102.6505326,5,5
79,10,24,-14.33451937,-158.1924216,3,3
73,10,11,-86.7661693,-40.30646034,4,4
98,20,25,11.03149645,95.22760394,4,4
92,18,23,52.22638493,45.40574443,5,5
19,14,18,61.30419216,-98.26645597,5,5
38,16,21,48.45960325,165.7156872,5,5
35,14,15,0.426462783,109.8129684,4,4
41,13,15,43.90374022,73.63002203,4,4
99,18,21,64.41100427,-7.191142719,5,5
29,15,23,-38.29736271,-149.6199612,3,3
83,20,12,78.55428317,-27.42660378,5,5
82,18,14,47.36298365,-105.1171322,5,5
60,19,10,45.09062765,-168.3360439,4,4
66,13,24,-75.26699094,-5.231931452,4,4
78,12,19,76.70128063,50.01215927,5,5
95,15,16,40.89150997,-78.34452109,5,5
71,16,23,21.85451782,-69.79612462,4,4
88,19,20,31.59057363,-137.9342734,5,5
51,18,18,57.39889209,-19.68690343,4,4
96,11,22,-75.91645411,-157.7899915,3,3
91,15,20,-66.01911871,163.5015548,3,3
75,17,12,19.77316745,156.7270284,4,4
81,15,15,1.088806492,47.7422339,4,4
81,13,11,-27.41347136,-19.71292735,4,4
93,12,17,-27.95029004,-52.12789436,5,5
60,13,14,35.8449296,-35.18182744,5,5
12,16,21,22.15403145,17.97442839,4,4
13,13,14,34.48087965,-11.1729938,4,4
95,18,22,-12.71423587,109.7731759,3,3
73,17,18,78.69574844,-35.09342219,5,5
61,19,13,8.044473884,-175.386412,3,3
22,13,18,81.79358339,72.36087631,5,5
87,15,11,-42.40537744,-33.2538888,4,4
53,13,23,69.67750247,-151.4614125,5,5
86,17,18,87.67581724,130.7203088,5,5
42,11,10,26.27427156,66.2904914,4,4
73,16,22,-88.40349872,144.240845,3,3
56,10,10,-16.97779907,-10.44251277,4,4
39,18,18,-86.42096988,-28.90255988,3,3
100,14,15,17.21801957,88.27330485,4,4
84,20,12,81.21508437,-30.50056104,5,5
88,14,11,-34.75479675,171.6849327,3,3
37,13,19,-19.04027526,-147.407612,3,3
10,16,24,73.05571888,-18.89600304,4,4
49,17,15,1.480393459,-142.0770403,3,3
72,11,24,7.249727861,-161.7058656,3,3
29,13,20,-22.31600308,91.12376984,4,4
65,18,14,-82.78387538,100.8138038,3,3
64,16,15,37.87152607,-37.245431,5,5
67,15,19,46.44490343,-111.0778921,5,5
86,19,14,-89.77880083,72.70277809,3,3
14,16,14,28.21857135,-144.6064891,5,5
78,11,21,-58.09051012,111.641799,3,3
15,20,15,59.32249077,-39.33943523,4,4
30,18,12,-74.1256694,-175.4741985,3,3
13,15,23,-76.8408398,157.525661,3,3
30,18,17,35.39153072,-34.90178339,4,4
55,10,25,-52.98619685,115.9886502,3,3
39,13,16,23.02511543,-20.09377547,4,4
86,11,18,54.11320542,-12.09420913,5,5
28,15,17,-37.03038378,-43.95048601,4,4
16,20,17,79.08662468,106.2669063,5,5
55,18,10,-8.759951887,115.0965629,4,4
88,19,13,0.519237546,-0.993900358,5,5
67,18,14,74.72547589,139.2875958,5,5
88,14,23,47.63164508,146.7352135,5,5
46,20,11,51.96392961,-168.5548827,5,5
92,17,12,-47.50354785,-171.8021362,3,3
88,15,18,-46.94448091,-121.4678717,3,3
83,15,24,6.231712862,-70.10974052,5,5
35,18,20,-31.94558702,-25.70098186,4,4
12,12,25,-45.36180099,-13.82929709,4,4
24,19,21,-30.29444046,119.4307326,3,3
52,16,10,-12.53883069,-6.19109289,4,4
15,15,22,77.65486574,-148.3492,5,5
39,12,13,-47.75988023,-68.55120311,4,4
52,11,11,-33.30307289,16.28623235,4,4
93,18,14,6.307955559,57.92812891,4,4
28,14,11,-39.52707488,-159.9901245,3,3
16,12,19,35.85918493,-94.52714363,5,5
95,17,14,-41.63653958,-123.2666989,3,3
61,12,10,-54.68451862,-114.9424895,3,3
77,16,16,44.02028031,94.41325624,5,5
40,11,17,47.97137983,128.1208768,4,4
62,20,23,-35.43089148,140.2341915,3,3
64,10,14,-30.59312175,-4.284240317,4,4
22,11,25,28.93194312,-16.02447964,4,4
55,10,20,53.99823931,47.87101933,5,5
55,18,11,-83.88538377,-37.99340378,3,3
39,13,23,73.23797824,63.24745394,5,5
86,16,23,37.71295317,104.275677,5,5
38,14,10,-21.44715621,-141.7551693,3,3
34,10,20,-34.76958971,-146.4020759,3,3
44,19,16,-60.84658509,-154.3928647,3,3
84,10,16,70.82106108,-73.6573404,5,5
69,10,22,76.60263723,13.46313565,5,5
70,14,15,1.276682218,32.78367027,4,4
87,17,17,-48.60203783,-36.58425198,4,4
31,14,11,-50.5551962,41.81608484,4,4
65,10,10,51.36824148,-96.68251417,5,5
38,11,13,47.79061112,-8.825786044,4,4
82,15,11,54.94223618,-53.41779357,5,5
86,18,23,-59.00164191,63.41320772,4,4
75,13,23,-55.68762351,15.47877401,4,4
42,16,17,-68.48668898,-122.6339034,3,3
36,15,14,26.11850214,-129.5903312,5,5
44,19,13,-32.75845525,38.91004655,4,4
12,18,13,-10.48448471,-39.99943327,4,4
77,18,22,-16.01316115,-75.53642793,5,5
58,12,22,4.03862943,83.62394768,4,4
23,11,16,-87.87871823,86.80637533,3,3
73,11,23,-36.67407883,-150.3787713,3,3
24,11,23,84.19854593,178.0646553,5,5
100,13,13,75.26950027,-124.7849287,5,5
63,19,25,-63.38741996,52.37642906,3,3
73,17,15,-68.71318931,-2.888465015,3,3
90,17,18,77.03109415,115.5885348,5,5
32,20,25,-70.66336629,3.518175004,3,4
80,13,20,-27.83776826,-168.7357789,3,3
89,15,10,-0.916487524,-128.6756758,5,5
85,16,10,-79.08148425,55.05037527,3,3
48,10,22,20.88368496,66.14410574,4,4
39,15,14,-2.995906111,8.196014351,4,4
10,16,24,22.86261838,-153.7479471,5,5
83,18,22,17.89476159,0.006665844,4,4
87,14,16,8.734755534,-152.3630328,5,5
71,14,10,-11.07842282,-3.121088595,4,4
51,19,17,-38.93780937,-149.6360345,3,3
38,13,22,-75.89491635,-148.3928015,3,3
90,14,15,-53.35132103,109.8181093,3,3
55,11,10,-47.13923733,90.157507,4,3
79,13,17,-21.98532259,-0.332840323,4,4
70,11,11,47.31251087,83.22362184,5,5
49,15,16,-56.98880078,161.2127072,3,3
33,13,12,48.67984686,7.918100803,4,4
59,11,19,-81.45978472,-128.1945538,3,3
46,10,24,10.64687931,-154.764288,5,5
41,14,12,19.33966846,28.51679633,4,4
44,15,23,-81.78871433,-138.7867511,3,3
68,18,19,-31.70774958,-118.2126674,3,3
98,18,16,77.15887915,70.48320997,5,5
20,17,24,69.00222632,-56.63273406,5,4
23,20,15,6.103727844,-82.37856345,4,4
70,17,19,20.72981305,1.466204869,4,4
69,12,21,82.38833329,-159.1896316,5,5
86,18,10,-33.24546225,-0.59315514,4,4
76,13,21,-86.16852372,-161.0955201,3,3
99,16,13,2.925989109,-143.9319486,5,5
46,11,21,-37.8931904,-56.08533322,4,4
82,19,12,-15.9904956,-6.41440808,4,4
93,11,24,45.88232145,30.35222357,5,5
52,18,18,6.327069625,-107.6275739,5,5
38,15,23,3.934823396,93.72165028,4,4
14,12,22,-68.55613297,-168.1475857,3,3
77,16,25,-21.34259246,41.65477339,4,4
45,16,10,52.6672096,-72.55589639,5,5
52,17,13,39.90078907,160.2672474,5,5
38,10,12,-75.67979379,165.9918348,3,3
41,20,18,-9.305828222,175.2991093,3,3
35,10,22,73.82635707,-164.3749958,5,5
38,14,19,-46.79262225,-159.8625762,3,3
100,18,22,22.44224214,53.66441863,4,4
70,15,21,-22.34613755,-79.13637567,5,5
46,19,19,74.15115433,-44.66003849,5,5
30,16,21,-86.33819277,-121.6919005,3,3
30,18,14,-48.7010316,-138.6709095,3,3
66,12,25,62.80538283,-59.94968977,5,5
11,14,16,-70.10701868,56.19086508,4,4
65,10,17,-69.04814925,12.87374008,4,4
12,20,24,71.91993003,-28.40324317,4,4
81,17,24,32.15143165,-22.01425507,5,5
67,15,12,-77.32772556,-165.7662822,3,3
76,17,20,82.14564883,-26.90073284,5,5
29,19,17,39.73297499,25.29175311,4,4
90,20,21,-88.33536274,-69.1598528,3,3
82,10,22,78.95467548,-118.8795908,5,5
75,14,23,-4.20737882,93.05215452,4,4
59,15,15,32.32836863,-171.6199109,3,5
41,17,22,-9.258775366,-122.3163076,3,3
80,12,12,-25.69442512,-54.13026685,4,4
31,16,10,-80.38446838,-78.70504857,3,3
26,18,11,-85.34876755,7.664814516,3,3
21,19,10,-67.91647704,-65.46698004,3,3
20,15,24,-41.62427312,21.83609553,4,4
55,16,15,61.46459626,-75.16291362,5,5
63,15,15,16.24081905,-10.06022985,4,4
95,13,19,-32.50935482,70.19018132,4,4
54,16,19,-64.11835657,-148.3941504,3,3
91,13,16,-58.68218452,-99.37631182,3,3
19,12,10,-7.670942732,5.265400418,4,4
80,18,17,52.53319767,-24.77904262,5,5
11,18,10,-34.20654137,143.1018125,3,3
95,15,16,58.98330205,60.2816584,5,5
95,17,21,42.64688944,144.2553264,5,5
74,16,16,19.80349112,157.9653273,4,4
31,13,17,65.62374652,-101.3021712,5,5
41,19,19,-80.38395799,2.646676408,3,3
98,16,15,-75.0569484,50.86649872,3,3
46,14,14,-54.96865876,-82.86015525,3,3
10,18,18,-57.05326045,52.30135229,4,4
70,18,24,44.17845026,-46.60410161,5,5
90,19,25,68.12281029,119.5767266,5,5
57,19,16,67.23883177,-67.86567209,4,5
27,10,13,-67.88924705,46.56057772,4,4
71,15,15,51.14492068,-129.916402,5,5
67,19,23,59.27779124,15.03631024,4,5
48,14,25,-9.296733005,122.0283587,3,3
90,13,23,-25.32612617,-74.74740873,5,5
77,14,22,2.846002749,30.8232133,4,4
31,11,14,-10.81571546,-63.06987734,4,4
66,10,23,-17.71387798,-91.07087032,3,3
77,19,21,29.86034869,-111.1590049,5,5
49,12,25,-55.15537697,110.3638016,3,3
93,16,12,-43.146015,174.8784125,3,3
79,20,24,65.12279985,154.8838077,5,5
41,16,14,80.84973831,170.6089398,4,4
58,19,13,41.52344053,-115.1349845,4,4
100,19,10,60.21184989,96.70103021,4,4
55,10,18,-59.32763249,-0.455506481,4,4
54,17,19,66.08702838,-94.30601245,5,5
27,10,10,35.77460891,-116.6994603,4,4
49,16,25,-15.26825626,36.44282449,4,4
99,20,20,-36.9143641,-111.4867712,3,3
92,12,18,88.969172,-168.9689788,5,5
65,17,22,-29.1765439,-133.4376963,3,3
50,13,23,-43.13144397,150.3008928,3,3
19,11,23,-74.89976625,142.7598249,3,3
95,15,21,-14.12493633,111.5496426,4,4
43,16,15,-55.13375007,-159.422213,3,3
62,18,12,-74.43167246,-4.56892183,3,3
70,20,25,-85.59101413,115.644259,3,3
62,12,15,29.36589307,-43.8865488,5,5
56,20,14,44.9940813,20.77093287,4,4
29,20,22,30.49552771,-51.41378247,5,4
87,10,11,-24.75596518,-155.1826744,3,3
43,13,22,8.073612129,33.17989241,4,4
15,11,23,88.646809,138.1877656,5,5
27,19,19,70.06414408,1.137336137,4,5
38,15,21,-44.44138611,-29.22676948,4,4
83,12,15,-2.354889966,-8.875151619,5,5
22,12,21,-13.23815125,17.15729867,4,4
39,16,17,-81.97231456,151.0866105,3,3
16,13,15,75.46264459,-1.148919964,5,5
21,11,13,-53.14865971,-60.10830766,3,3
42,10,17,-66.34571166,71.04350461,3,3
77,10,14,-27.07018698,14.85373136,4,4
96,10,14,54.62018427,-20.2582288,5,5
14,17,25,-5.923473289,139.0578542,3,3
77,18,22,27.74420547,129.261752,5,5
77,13,25,-5.168935672,-157.3537884,3,3
84,13,12,19.97325551,21.51138348,4,4
16,16,19,63.60640782,96.22081725,4,4
83,17,19,35.40674964,23.70733192,4,4
40,12,10,41.25552083,170.3437694,5,5
98,20,12,88.16622916,125.9739591,5,5
28,10,10,-23.70624758,84.7302093,4,4
55,17,12,58.64023504,102.4990175,5,5
50,20,16,-66.81816815,-178.3496448,3,3
17,18,19,78.66489629,-39.1355226,5,5
63,19,19,9.502503412,-0.531744881,4,4
34,14,20,35.3977416,6.175770198,4,4
52,11,22,-80.6080857,104.9159106,3,3
68,17,18,8.03973311,159.3407882,5,5
29,20,16,42.35555642,-46.70782179,5,5
60,19,18,-42.79749619,51.71105727,4,4
55,10,16,-5.827440064,-83.89357366,5,5
82,17,15,65.3076215,71.28844644,5,5
81,20,11,80.91819713,128.42758,5,5
70,11,15,61.54844823,-110.0155108,5,5
46,11,17,20.39123858,-139.2940961,5,5
95,11,20,51.45375022,127.9913888,5,5
27,13,10,50.6705913,84.77158967,4,4
17,13,15,81.42181397,78.06202092,4,4
69,19,11,14.36735088,-31.60143311,4,5
95,17,16,-15.85651987,45.48031471,4,4
34,20,12,12.19551179,-20.51544598,4,4
90,17,10,60.9297446,-157.4392655,5,5
71,19,17,33.53791834,-85.50001968,5,5
42,20,12,14.35263019,134.5487744,3,3
48,10,16,-79.87621966,145.0922644,3,3
96,14,25,18.3806049,-121.4240932,5,5
91,20,15,-31.40027443,78.84961063,3,4
26,18,24,73.92130134,158.3818728,4,4
37,14,24,-47.31015875,-70.19084497,3,3
93,16,25,62.61706261,2.375149544,5,5
12,12,10,-63.22845477,-145.962817,3,3
17,13,20,-11.02627871,103.5668183,4,4
94,18,20,-60.39407255,135.2680454,3,3
78,13,12,-15.52947444,-100.1649451,3,3
13,13,20,10.89498493,86.05619622,4,4
70,15,14,70.74893608,146.8272936,5,5
16,19,11,26.00049769,-73.69558103,4,5
18,17,24,34.78535767,-64.48703974,4,4
70,12,16,57.18381907,56.56501557,5,5
45,12,17,-39.95640584,-179.6813869,3,3
56,16,14,47.07067029,-124.786228,5,5
98,14,21,20.57706305,113.5542742,5,5
70,14,13,-19.68054405,-9.85576645,4,4
52,15,23,-80.88424478,-72.77812937,3,3
58,14,17,41.74383774,-142.7585388,5,5
22,12,18,-58.38400329,56.53158569,3,3
74,20,21,18.13650239,-125.913076,5,5
